FID,t_nr,vejnavn,beskrivelse,husnummer,taellested_type,kode_type,spolestation_type,ogc_fid,wkb_geometry
taellestationer.1123,9873,TRANGRAVSBROEN (NORD),,-,Øvrige,100.0,,1123,POINT (12.599324106755141 55.67785142559879)
taellestationer.1124,9874,TRANGRAVSBROEN (SYDØST),,-,Øvrige,100.0,,1124,POINT (12.59902385515276 55.67754578993268)
taellestationer.1125,9875,PAPIRBROEN,,-,Øvrige,100.0,,1125,POINT (12.5990869344994 55.67809938862935)
taellestationer.1126,9876,MELLEM PROVIANTBROEN OG TRANGRAVSBROEN,,-,Øvrige,100.0,,1126,POINT (12.600194847884707 55.678750847817675)
taellestationer.1127,9877,PROVIANTBROEN,,-,Øvrige,100.0,,1127,POINT (12.600753516133711 55.67943678976787)
taellestationer.1128,9878,KALKBRÆNDERIHAVNSGADE - DAMPFÆRGEVEJ,KRYDSENDE CYKL + FODG,-,Øvrige,100.0,,1128,POINT (12.592479700706743 55.701047042145696)
taellestationer.1129,9879,KALKBRÆNDERIHAVNSGADE - MARMORVEJ,KRYDSENDE CYKL + FODG,-,Øvrige,100.0,,1129,POINT (12.5922106466277 55.70324420259422)
taellestationer.1130,9880,KALKBRÆNDERIHAVNSGADE - SUNDKROGSGADE,KRYDSENDE CYKL + FODG,-,Øvrige,100.0,,1130,POINT (12.589827951766699 55.70901617365115)
taellestationer.1131,9881,TAGENSVEJ,Ved Jagtvej,35,Øvrige,100.0,,1131,POINT (12.554799395109654 55.69884781819283)
taellestationer.1132,9882,TAGENSVEJ,Ved Haraldsgade,89,Øvrige,100.0,,1132,POINT (12.548406707372926 55.70294460718138)
taellestationer.1133,9883,TAGENSVEJ,Ved Haraldsgade,35,Øvrige,100.0,,1133,POINT (12.547658555408942 55.70336338340463)
