database_id,TS,VEJNAVN,ÅR,DATO,KATEGORI,SUM ANTAL,ÅDT,HDT
6744,24,JYLLINGEVEJ 125 vest for Tudskærvej,2023,2023-05-16,CYKLER + KNALLERTER I ALT,1632,1700.0,2000.0
5503,25,"Kalvebod Brygge 37, ø.f. Arni Magnussons Gade ",2013,2013-09-17,A+B: KØRETØJER I ALT,30006,35100.0,39300.0
5503,25,"Kalvebod Brygge 37, ø.f. Arni Magnussons Gade ",2013,2013-09-17,CYKLER + KNALLERTER I ALT,2834,2900.0,3500.0
5648,25,KALVEBOD BRYGGE sydvest for Bernstorffsgade ,2014,2014-10-08,A+B: KØRETØJER I ALT,31483,36800.0,41200.0
5648,25,KALVEBOD BRYGGE sydvest for Bernstorffsgade ,2014,2014-10-08,CYKLER + KNALLERTER I ALT,2464,2500.0,3000.0
5785,25,KALVEBOD BRYGGE sv.f. Bernstorffsgade ,2015,2015-09-17,A+B: KØRETØJER I ALT,31866,37300.0,41700.0
5785,25,KALVEBOD BRYGGE sv.f. Bernstorffsgade ,2015,2015-09-17,CYKLER + KNALLERTER I ALT,2713,2800.0,3300.0
5843,25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2016,2016-09-27,A+B: KØRETØJER I ALT,31793,37200.0,41600.0
5843,25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2016,2016-09-27,CYKLER + KNALLERTER I ALT,3727,3800.0,4500.0
5968,25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2017,2017-09-07,A+B: KØRETØJER I ALT,32407,37900.0,42500.0
5968,25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2017,2017-09-07,CYKLER + KNALLERTER I ALT,2740,2800.0,3300.0
6087,25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2018,2018-09-12,A+B: KØRETØJER I ALT,32543,38100.0,42600.0
6087,25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2018,2018-09-12,CYKLER + KNALLERTER I ALT,2860,2900.0,3500.0
6236,25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2019,2019-09-11,A+B: KØRETØJER I ALT,30384,35500.0,39800.0
6236,25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2019,2019-09-11,CYKLER + KNALLERTER I ALT,3326,3400.0,4100.0
6352,25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2020,2020-09-03,A+B: KØRETØJER I ALT,29770,34800.0,39000.0
6352,25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2020,2020-09-03,CYKLER + KNALLERTER I ALT,4637,4800.0,5700.0
6451,25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2021,2021-09-16,A+B: KØRETØJER I ALT,31121,36400.0,40800.0
6451,25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2021,2021-09-16,CYKLER + KNALLERTER I ALT,4060,4200.0,5000.0
6594,25,KALVEBOD BRYGGE sydvest for Bernstorffsgade,2022,2022-09-13,A+B: KØRETØJER I ALT,31778,37200.0,41600.0
6594,25,KALVEBOD BRYGGE sydvest for Bernstorffsgade,2022,2022-09-13,CYKLER + KNALLERTER I ALT,5260,5400.0,6400.0
6745,25,KALVEBOD BRYGGE sydvest for Bernstorffsgade,2023,2023-09-26,A+B: KØRETØJER I ALT,27496,32200.0,36000.0
6745,25,KALVEBOD BRYGGE sydvest for Bernstorffsgade,2023,2023-09-26,CYKLER + KNALLERTER I ALT,6628,6800.0,8100.0
5447,26,KNIPPELSBRO ,2013,2013-09-03,A+B: KØRETØJER I ALT,20528,24000.0,26900.0
5447,26,KNIPPELSBRO ,2013,2013-09-03,CYKLER + KNALLERTER I ALT,36444,37500.0,44500.0
5579,26,KNIPPELSBRO ,2014,2014-09-09,A+B: KØRETØJER I ALT,19098,22300.0,25000.0
5579,26,KNIPPELSBRO ,2014,2014-09-09,CYKLER + KNALLERTER I ALT,33964,35000.0,41400.0
5724,26,KNIPPELSBRO ,2015,2015-09-16,A+B: KØRETØJER I ALT,21072,24700.0,27600.0
5724,26,KNIPPELSBRO ,2015,2015-09-16,CYKLER + KNALLERTER I ALT,35765,36800.0,43600.0
5844,26,KNIPPELSBRO,2016,2016-09-08,A+B: KØRETØJER I ALT,20855,24400.0,27300.0
5844,26,KNIPPELSBRO,2016,2016-09-08,CYKLER + KNALLERTER I ALT,31621,32600.0,38600.0
5969,26,KNIPPELSBRO,2017,2017-09-28,A+B: KØRETØJER I ALT,19663,23000.0,25800.0
5969,26,KNIPPELSBRO,2017,2017-09-28,CYKLER + KNALLERTER I ALT,26357,27100.0,32200.0
6088,26,KNIPPELSBRO,2018,2018-09-19,A+B: KØRETØJER I ALT,19748,23100.0,25900.0
6088,26,KNIPPELSBRO,2018,2018-09-19,CYKLER + KNALLERTER I ALT,27910,28700.0,34100.0
6237,26,KNIPPELSBRO,2019,2019-09-18,A+B: KØRETØJER I ALT,19598,22900.0,25700.0
6237,26,KNIPPELSBRO,2019,2019-09-18,CYKLER + KNALLERTER I ALT,21451,22100.0,26200.0
6353,26,KNIPPELSBRO,2020,2020-09-08,A+B: KØRETØJER I ALT,19024,22300.0,24900.0
6353,26,KNIPPELSBRO,2020,2020-09-08,CYKLER + KNALLERTER I ALT,21562,22200.0,26300.0
6452,26,KNIPPELSBRO,2021,2021-09-21,A+B: KØRETØJER I ALT,19322,22600.0,25300.0
6452,26,KNIPPELSBRO,2021,2021-09-21,CYKLER + KNALLERTER I ALT,20218,20800.0,24700.0
6595,26,KNIPPELSBRO,2022,2022-09-08,A+B: KØRETØJER I ALT,19282,22600.0,25300.0
6595,26,KNIPPELSBRO,2022,2022-09-08,CYKLER + KNALLERTER I ALT,21470,22100.0,26200.0
6746,26,KNIPPELSBRO,2023,2023-09-12,A+B: KØRETØJER I ALT,18207,21300.0,23900.0
6746,26,KNIPPELSBRO,2023,2023-09-12,CYKLER + KNALLERTER I ALT,21238,21900.0,25900.0
5675,29,LANGEBRO ,2014,2014-09-10,A+B: KØRETØJER I ALT,43883,51300.0,57500.0
5675,29,LANGEBRO ,2014,2014-09-10,CYKLER + KNALLERTER I ALT,27420,28200.0,33500.0
5811,29,LANGEBRO ,2015,2015-09-16,A+B: KØRETØJER I ALT,46218,54100.0,60500.0
5811,29,LANGEBRO ,2015,2015-09-16,CYKLER + KNALLERTER I ALT,28056,28900.0,34200.0
5846,29,LANGEBRO,2016,2016-09-14,A+B: KØRETØJER I ALT,44732,52300.0,58600.0
5846,29,LANGEBRO,2016,2016-09-14,CYKLER + KNALLERTER I ALT,33086,34100.0,40400.0
5971,29,LANGEBRO,2017,2017-09-27,A+B: KØRETØJER I ALT,45377,53100.0,59400.0
5971,29,LANGEBRO,2017,2017-09-27,CYKLER + KNALLERTER I ALT,27609,28400.0,33700.0
6092,29,LANGEBRO,2018,2018-09-18,A+B: KØRETØJER I ALT,44598,52200.0,58400.0
6092,29,LANGEBRO,2018,2018-09-18,CYKLER + KNALLERTER I ALT,32607,33600.0,39800.0
6238,29,LANGEBRO,2019,2019-09-17,A+B: KØRETØJER I ALT,43251,50600.0,56700.0
6238,29,LANGEBRO,2019,2019-09-17,CYKLER + KNALLERTER I ALT,18382,18900.0,22400.0
6355,29,LANGEBRO,2020,2020-09-03,A+B: KØRETØJER I ALT,44684,52300.0,58500.0
6355,29,LANGEBRO,2020,2020-09-03,CYKLER + KNALLERTER I ALT,23969,24700.0,29200.0
6453,29,LANGEBRO,2021,2021-09-08,A+B: KØRETØJER I ALT,41694,48800.0,54600.0
6453,29,LANGEBRO,2021,2021-09-08,CYKLER + KNALLERTER I ALT,22095,22800.0,27000.0
6597,29,LANGEBRO,2022,2022-09-13,A+B: KØRETØJER I ALT,41879,49000.0,54900.0
6597,29,LANGEBRO,2022,2022-09-13,CYKLER + KNALLERTER I ALT,19413,20000.0,23700.0
6749,29,LANGEBRO,2023,2023-09-14,A+B: KØRETØJER I ALT,41196,48200.0,54000.0
6749,29,LANGEBRO,2023,2023-09-14,CYKLER + KNALLERTER I ALT,24415,25100.0,29800.0
4093,31,Helsingørmotorvejen n.f. Emdrupvej ,2013,2013-05-28,A+B: KØRETØJER I ALT,50383,58900.0,66000.0
4093,31,Helsingørmotorvejen n.f. Emdrupvej ,2013,2013-05-28,CYKLER + KNALLERTER I ALT,0,0.0,0.0
4094,31,Lyngbyvej n.f. Emdrupvej ,2013,2013-05-28,A+B: KØRETØJER I ALT,3727,4400.0,4900.0
4094,31,Lyngbyvej n.f. Emdrupvej ,2013,2013-05-28,CYKLER + KNALLERTER I ALT,5321,5500.0,6500.0
5531,31,LYNGBYVEJ nord for Emdrupvej (lokalvej) ,2014,2014-10-02,A+B: KØRETØJER I ALT,3524,4100.0,4600.0
5531,31,LYNGBYVEJ nord for Emdrupvej (lokalvej) ,2014,2014-10-02,CYKLER + KNALLERTER I ALT,5499,5700.0,6700.0
5532,31,LYNGBYVEJ nord for Emdrupvej (Helsingørmotorvejen) ,2014,2014-10-02,A+B: KØRETØJER I ALT,52201,61100.0,68400.0
5532,31,LYNGBYVEJ nord for Emdrupvej (Helsingørmotorvejen) ,2014,2014-10-02,CYKLER + KNALLERTER I ALT,0,0.0,0.0
5679,31,LYNGBYVEJ n.f. Emdrupvej (lokalvej) ,2015,2015-04-14,A+B: KØRETØJER I ALT,3450,4000.0,4500.0
5679,31,LYNGBYVEJ n.f. Emdrupvej (lokalvej) ,2015,2015-04-14,CYKLER + KNALLERTER I ALT,4358,4500.0,5300.0
5680,31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen) ,2015,2015-04-14,A+B: KØRETØJER I ALT,53668,62800.0,70300.0
5680,31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen) ,2015,2015-04-14,CYKLER + KNALLERTER I ALT,0,0.0,0.0
5847,31,LYNGBYVEJ n.f. Emdrupvej (lokalvej),2016,2016-04-20,A+B: KØRETØJER I ALT,3815,4500.0,5000.0
5847,31,LYNGBYVEJ n.f. Emdrupvej (lokalvej),2016,2016-04-20,CYKLER + KNALLERTER I ALT,5433,5600.0,6600.0
5848,31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2016,2016-04-20,A+B: KØRETØJER I ALT,55306,64700.0,72500.0
5848,31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2016,2016-04-20,CYKLER + KNALLERTER I ALT,0,0.0,0.0
5972,31,LYNGBYVEJ n.f. Emdrupvej (lokalvej),2017,2017-05-18,A+B: KØRETØJER I ALT,3879,4500.0,5100.0
5972,31,LYNGBYVEJ n.f. Emdrupvej (lokalvej),2017,2017-05-18,CYKLER + KNALLERTER I ALT,6398,6600.0,7800.0
5973,31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2017,2017-05-18,A+B: KØRETØJER I ALT,58440,68400.0,76600.0
5973,31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2017,2017-05-18,CYKLER + KNALLERTER I ALT,0,0.0,0.0
6093,31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2018,2018-05-17,A+B: KØRETØJER I ALT,67887,79400.0,88900.0
6093,31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2018,2018-05-17,CYKLER + KNALLERTER I ALT,0,0.0,0.0
6240,31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2019,2019-05-15,A+B: KØRETØJER I ALT,69282,81100.0,90800.0
6240,31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2019,2019-05-15,CYKLER + KNALLERTER I ALT,0,0.0,0.0
6356,31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2020,2020-08-20,A+B: KØRETØJER I ALT,69304,81100.0,90800.0
6356,31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2020,2020-08-20,CYKLER + KNALLERTER I ALT,0,0.0,0.0
6454,31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2021,2021-06-16,A+B: KØRETØJER I ALT,68286,79900.0,89500.0
6454,31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2021,2021-06-16,CYKLER + KNALLERTER I ALT,0,0.0,0.0
6598,31,LYNGBYVEJ nord for Emdrupvej (Helsingørmotorvejen),2022,2022-05-18,A+B: KØRETØJER I ALT,67576,79100.0,88500.0
6598,31,LYNGBYVEJ nord for Emdrupvej (Helsingørmotorvejen),2022,2022-05-18,CYKLER + KNALLERTER I ALT,0,0.0,0.0
6751,31,LYNGBYVEJ nord for Emdrupvej (Helsingørmotorvejen),2023,2023-05-24,A+B: KØRETØJER I ALT,64812,75800.0,84900.0
6751,31,LYNGBYVEJ nord for Emdrupvej (Helsingørmotorvejen),2023,2023-05-24,CYKLER + KNALLERTER I ALT,0,0.0,0.0
5459,36,Roskildevej ud for Damhussøen ,2013,2013-04-17,A+B: KØRETØJER I ALT,32949,38600.0,43200.0
5459,36,Roskildevej ud for Damhussøen ,2013,2013-04-17,CYKLER + KNALLERTER I ALT,5405,5600.0,6600.0
5592,36,ROSKILDEVEJ ud for Damhussøen ,2014,2014-05-14,A+B: KØRETØJER I ALT,30368,35500.0,39800.0
5592,36,ROSKILDEVEJ ud for Damhussøen ,2014,2014-05-14,CYKLER + KNALLERTER I ALT,4187,4300.0,5100.0
5735,36,ROSKILDEVEJ s.f. Damhussøen ,2015,2015-04-22,A+B: KØRETØJER I ALT,36092,42200.0,47300.0
5735,36,ROSKILDEVEJ s.f. Damhussøen ,2015,2015-04-22,CYKLER + KNALLERTER I ALT,6068,6300.0,7400.0
5851,36,ROSKILDEVEJ s.f. Damhussøen,2016,2016-04-27,A+B: KØRETØJER I ALT,35709,41800.0,46800.0
5851,36,ROSKILDEVEJ s.f. Damhussøen,2016,2016-04-27,CYKLER + KNALLERTER I ALT,3024,3100.0,3700.0
5974,36,ROSKILDEVEJ s.f. Damhussøen,2017,2017-05-04,A+B: KØRETØJER I ALT,35125,41100.0,46000.0
5974,36,ROSKILDEVEJ s.f. Damhussøen,2017,2017-05-04,CYKLER + KNALLERTER I ALT,4772,4900.0,5800.0
6096,36,ROSKILDEVEJ s.f. Damhussøen,2018,2018-05-31,A+B: KØRETØJER I ALT,26745,31300.0,35000.0
6096,36,ROSKILDEVEJ s.f. Damhussøen,2018,2018-05-31,CYKLER + KNALLERTER I ALT,5804,6000.0,7100.0
6244,36,ROSKILDEVEJ s.f. Damhussøen,2019,2019-05-08,A+B: KØRETØJER I ALT,31560,36900.0,41300.0
6244,36,ROSKILDEVEJ s.f. Damhussøen,2019,2019-05-08,CYKLER + KNALLERTER I ALT,4594,4700.0,5600.0
6357,36,ROSKILDEVEJ s.f. Damhussøen,2020,2020-08-19,A+B: KØRETØJER I ALT,29391,34400.0,38500.0
6357,36,ROSKILDEVEJ s.f. Damhussøen,2020,2020-08-19,CYKLER + KNALLERTER I ALT,6534,6700.0,8000.0
6456,36,ROSKILDEVEJ s.f. Damhussøen,2021,2021-06-02,A+B: KØRETØJER I ALT,31232,36500.0,40900.0
6456,36,ROSKILDEVEJ s.f. Damhussøen,2021,2021-06-02,CYKLER + KNALLERTER I ALT,5382,5500.0,6600.0
6603,36,ROSKILDEVEJ syd for Damhussøen,2022,2022-05-05,A+B: KØRETØJER I ALT,30115,35200.0,39500.0
6603,36,ROSKILDEVEJ syd for Damhussøen,2022,2022-05-05,CYKLER + KNALLERTER I ALT,5837,6000.0,7100.0
6756,36,ROSKILDEVEJ syd for Damhussøen,2023,2023-05-16,A+B: KØRETØJER I ALT,29078,34000.0,38100.0
6756,36,ROSKILDEVEJ syd for Damhussøen,2023,2023-05-16,CYKLER + KNALLERTER I ALT,5837,6000.0,7100.0
5487,40,Slotsherrensvej ø.f. Søndervigvej ,2013,2013-05-29,A+B: KØRETØJER I ALT,13279,15500.0,17400.0
5487,40,Slotsherrensvej ø.f. Søndervigvej ,2013,2013-05-29,CYKLER + KNALLERTER I ALT,1599,1600.0,2000.0
5625,40,SLOTSHERRENSVEJ 139 øst for Søndervigvej ,2014,2014-05-08,A+B: KØRETØJER I ALT,13559,15900.0,17800.0
5625,40,SLOTSHERRENSVEJ 139 øst for Søndervigvej ,2014,2014-05-08,CYKLER + KNALLERTER I ALT,1800,1900.0,2200.0
5767,40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej ,2015,2015-04-28,A+B: KØRETØJER I ALT,13402,15700.0,17600.0
5767,40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej ,2015,2015-04-28,CYKLER + KNALLERTER I ALT,2123,2200.0,2600.0
5856,40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2016,2016-05-10,A+B: KØRETØJER I ALT,12614,14800.0,16500.0
5856,40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2016,2016-05-10,CYKLER + KNALLERTER I ALT,2439,2500.0,3000.0
5976,40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2017,2017-05-04,A+B: KØRETØJER I ALT,12617,14800.0,16500.0
5976,40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2017,2017-05-04,CYKLER + KNALLERTER I ALT,1694,1700.0,2100.0
6099,40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2018,2018-05-31,A+B: KØRETØJER I ALT,13007,15200.0,17000.0
6099,40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2018,2018-05-31,CYKLER + KNALLERTER I ALT,2343,2400.0,2900.0
6248,40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2019,2019-05-09,A+B: KØRETØJER I ALT,12166,14200.0,15900.0
6248,40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2019,2019-05-09,CYKLER + KNALLERTER I ALT,1385,1400.0,1700.0
6361,40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2020,2020-08-19,A+B: KØRETØJER I ALT,9127,10700.0,12000.0
6361,40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2020,2020-08-19,CYKLER + KNALLERTER I ALT,2347,2400.0,2900.0
6460,40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2021,2021-06-03,A+B: KØRETØJER I ALT,11785,13800.0,15400.0
6460,40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2021,2021-06-03,CYKLER + KNALLERTER I ALT,2248,2300.0,2700.0
6461,40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2021,2021-06-03,A+B: KØRETØJER I ALT,11773,13800.0,15400.0
6461,40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2021,2021-06-03,CYKLER + KNALLERTER I ALT,2248,2300.0,2700.0
6606,40,SLOTSHERRENSVEJ 139 øst for Søndervigvej,2022,2022-05-10,A+B: KØRETØJER I ALT,12961,15200.0,17000.0
6606,40,SLOTSHERRENSVEJ 139 øst for Søndervigvej,2022,2022-05-10,CYKLER + KNALLERTER I ALT,2279,2300.0,2800.0
6761,40,SLOTSHERRENSVEJ 139 øst for Søndervigvej,2023,2023-05-16,A+B: KØRETØJER I ALT,15895,18600.0,20800.0
6761,40,SLOTSHERRENSVEJ 139 øst for Søndervigvej,2023,2023-05-16,CYKLER + KNALLERTER I ALT,2391,2500.0,2900.0
4123,42,STRANDBOULEVARDEN nord for Classensgade ,2013,2013-09-24,A+B: KØRETØJER I ALT,6757,7900.0,8900.0
4123,42,STRANDBOULEVARDEN nord for Classensgade ,2013,2013-09-24,CYKLER + KNALLERTER I ALT,3462,3600.0,4200.0
5569,42,STRANDBOULEVARDEN nord for Classensgade ,2014,2014-09-24,A+B: KØRETØJER I ALT,6596,7700.0,8600.0
5569,42,STRANDBOULEVARDEN nord for Classensgade ,2014,2014-09-24,CYKLER + KNALLERTER I ALT,2818,2900.0,3400.0
5715,42,STRANDBOULEVARDEN n.f. Classensgade ,2015,2015-09-15,A+B: KØRETØJER I ALT,6676,7800.0,8700.0
5715,42,STRANDBOULEVARDEN n.f. Classensgade ,2015,2015-09-15,CYKLER + KNALLERTER I ALT,2949,3000.0,3600.0
5858,42,STRANDBOULEVARDEN n.f. Classensgade,2016,2016-09-20,A+B: KØRETØJER I ALT,6589,7700.0,8600.0
5858,42,STRANDBOULEVARDEN n.f. Classensgade,2016,2016-09-20,CYKLER + KNALLERTER I ALT,3295,3400.0,4000.0
5977,42,STRANDBOULEVARDEN n.f. Classensgade,2017,2017-09-19,A+B: KØRETØJER I ALT,6818,8000.0,8900.0
5977,42,STRANDBOULEVARDEN n.f. Classensgade,2017,2017-09-19,CYKLER + KNALLERTER I ALT,3016,3100.0,3700.0
6102,42,STRANDBOULEVARDEN n.f. Classensgade,2018,2018-09-06,A+B: KØRETØJER I ALT,6751,7900.0,8800.0
6102,42,STRANDBOULEVARDEN n.f. Classensgade,2018,2018-09-06,CYKLER + KNALLERTER I ALT,3125,3200.0,3800.0
6249,42,STRANDBOULEVARDEN n.f. Classensgade,2019,2019-09-05,A+B: KØRETØJER I ALT,7154,8400.0,9400.0
6249,42,STRANDBOULEVARDEN n.f. Classensgade,2019,2019-09-05,CYKLER + KNALLERTER I ALT,2780,2900.0,3400.0
6363,42,STRANDBOULEVARDEN n.f. Classensgade,2020,2020-09-02,A+B: KØRETØJER I ALT,6906,8100.0,9000.0
6363,42,STRANDBOULEVARDEN n.f. Classensgade,2020,2020-09-02,CYKLER + KNALLERTER I ALT,2992,3100.0,3700.0
6463,42,STRANDBOULEVARDEN n.f. Classensgade,2021,2021-09-16,A+B: KØRETØJER I ALT,11128,13000.0,14600.0
6463,42,STRANDBOULEVARDEN n.f. Classensgade,2021,2021-09-16,CYKLER + KNALLERTER I ALT,2506,2600.0,3100.0
6609,42,STRANDBOULEVARDEN nord for Classensgade,2022,2022-09-07,A+B: KØRETØJER I ALT,6297,7400.0,8200.0
6609,42,STRANDBOULEVARDEN nord for Classensgade,2022,2022-09-07,CYKLER + KNALLERTER I ALT,2273,2300.0,2800.0
6764,42,STRANDBOULEVARDEN nord for Classensgade,2023,2023-09-07,A+B: KØRETØJER I ALT,5948,7000.0,7800.0
6764,42,STRANDBOULEVARDEN nord for Classensgade,2023,2023-09-07,CYKLER + KNALLERTER I ALT,2943,3000.0,3600.0
5446,43,Strandvejen s.f. Tuborgvej ,2013,2013-04-23,A+B: KØRETØJER I ALT,21932,25700.0,28700.0
5446,43,Strandvejen s.f. Tuborgvej ,2013,2013-04-23,CYKLER + KNALLERTER I ALT,4599,4700.0,5600.0
5578,43,STRANDVEJEN 119 s.f. Tuborgvej ,2014,2014-06-11,A+B: KØRETØJER I ALT,25066,29300.0,32800.0
5578,43,STRANDVEJEN 119 s.f. Tuborgvej ,2014,2014-06-11,CYKLER + KNALLERTER I ALT,5790,6000.0,7100.0
5723,43,STRANDVEJEN 119 s.f. Tuborgvej ,2015,2015-04-09,A+B: KØRETØJER I ALT,21255,24900.0,27800.0
5723,43,STRANDVEJEN 119 s.f. Tuborgvej ,2015,2015-04-09,CYKLER + KNALLERTER I ALT,6908,7100.0,8400.0
5859,43,STRANDVEJEN 119 s.f. Tuborgvej,2016,2016-04-19,A+B: KØRETØJER I ALT,22263,26000.0,29200.0
5859,43,STRANDVEJEN 119 s.f. Tuborgvej,2016,2016-04-19,CYKLER + KNALLERTER I ALT,4655,4800.0,5700.0
5978,43,STRANDVEJEN 119 s.f. Tuborgvej,2017,2017-05-16,A+B: KØRETØJER I ALT,21316,24900.0,27900.0
5978,43,STRANDVEJEN 119 s.f. Tuborgvej,2017,2017-05-16,CYKLER + KNALLERTER I ALT,5874,6100.0,7200.0
6103,43,STRANDVEJEN 119 s.f. Tuborgvej,2018,2018-05-03,A+B: KØRETØJER I ALT,15351,18000.0,20100.0
6103,43,STRANDVEJEN 119 s.f. Tuborgvej,2018,2018-05-03,CYKLER + KNALLERTER I ALT,8253,8500.0,10100.0
6250,43,STRANDVEJEN 119 s.f. Tuborgvej,2019,2019-05-14,A+B: KØRETØJER I ALT,14688,17200.0,19200.0
6250,43,STRANDVEJEN 119 s.f. Tuborgvej,2019,2019-05-14,CYKLER + KNALLERTER I ALT,7675,7900.0,9400.0
6364,43,STRANDVEJEN 119 s.f. Tuborgvej,2020,2020-08-27,A+B: KØRETØJER I ALT,15518,18200.0,20300.0
6364,43,STRANDVEJEN 119 s.f. Tuborgvej,2020,2020-08-27,CYKLER + KNALLERTER I ALT,5088,5200.0,6200.0
6464,43,STRANDVEJEN 119 s.f. Tuborgvej,2021,2021-06-23,A+B: KØRETØJER I ALT,13868,16200.0,18200.0
6464,43,STRANDVEJEN 119 s.f. Tuborgvej,2021,2021-06-23,CYKLER + KNALLERTER I ALT,7298,7500.0,8900.0
6610,43,STRANDVEJEN 115 syd for Tuborgvej,2022,2022-06-01,A+B: KØRETØJER I ALT,13138,15400.0,17200.0
6610,43,STRANDVEJEN 115 syd for Tuborgvej,2022,2022-06-01,CYKLER + KNALLERTER I ALT,6187,6400.0,7500.0
6765,43,STRANDVEJEN 44 syd for Tuborgvej,2023,2023-05-24,A+B: KØRETØJER I ALT,14037,16400.0,18400.0
6765,43,STRANDVEJEN 44 syd for Tuborgvej,2023,2023-05-24,CYKLER + KNALLERTER I ALT,7573,7800.0,9200.0
5498,45,Sønderkær s.f. Holbækmotorvejen ,2013,2013-04-17,A+B: KØRETØJER I ALT,3608,4200.0,4700.0
5641,45,SØNDERKÆR syd for Holbækmotorvejen ,2014,2014-10-06,A+B: KØRETØJER I ALT,5498,6400.0,7200.0
5641,45,SØNDERKÆR syd for Holbækmotorvejen ,2014,2014-10-06,CYKLER + KNALLERTER I ALT,1371,1400.0,1700.0
5780,45,SØNDERKÆR s.f. Holbækmotorvejen ,2015,2015-04-29,A+B: KØRETØJER I ALT,6624,7800.0,8700.0
5780,45,SØNDERKÆR s.f. Holbækmotorvejen ,2015,2015-04-29,CYKLER + KNALLERTER I ALT,1405,1400.0,1700.0
5860,45,SØNDERKÆR s.f. Holbækmotorvejen,2016,2016-04-28,A+B: KØRETØJER I ALT,5762,6700.0,7500.0
5860,45,SØNDERKÆR s.f. Holbækmotorvejen,2016,2016-04-28,CYKLER + KNALLERTER I ALT,1249,1300.0,1500.0
5980,45,SØNDERKÆR s.f. Holbækmotorvejen,2017,2017-10-25,A+B: KØRETØJER I ALT,3020,3500.0,4000.0
5980,45,SØNDERKÆR s.f. Holbækmotorvejen,2017,2017-10-25,CYKLER + KNALLERTER I ALT,923,1000.0,1100.0
6104,45,SØNDERKÆR s.f. Holbækmotorvejen,2018,2018-06-07,A+B: KØRETØJER I ALT,3629,4200.0,4800.0
6104,45,SØNDERKÆR s.f. Holbækmotorvejen,2018,2018-06-07,CYKLER + KNALLERTER I ALT,1517,1600.0,1900.0
6252,45,SØNDERKÆR s.f. Holbækmotorvejen,2019,2019-05-08,A+B: KØRETØJER I ALT,4189,4900.0,5500.0
6252,45,SØNDERKÆR s.f. Holbækmotorvejen,2019,2019-05-08,CYKLER + KNALLERTER I ALT,1166,1200.0,1400.0
6365,45,SØNDERKÆR s.f. Holbækmotorvejen,2020,2020-09-29,A+B: KØRETØJER I ALT,4021,4700.0,5300.0
6365,45,SØNDERKÆR s.f. Holbækmotorvejen,2020,2020-09-29,CYKLER + KNALLERTER I ALT,1168,1200.0,1400.0
6466,45,SØNDERKÆR s.f. Holbækmotorvejen,2021,2021-06-01,A+B: KØRETØJER I ALT,4010,4700.0,5300.0
6466,45,SØNDERKÆR s.f. Holbækmotorvejen,2021,2021-06-01,CYKLER + KNALLERTER I ALT,1155,1200.0,1400.0
6612,45,SØNDERKÆR syd for Holbækmotorvejen,2022,2022-05-04,A+B: KØRETØJER I ALT,4037,4700.0,5300.0
6612,45,SØNDERKÆR syd for Holbækmotorvejen,2022,2022-05-04,CYKLER + KNALLERTER I ALT,1258,1300.0,1500.0
