række,database_id,TS,VEJNAVN,ÅR,DATO,RETNING,KATEGORI,ANTAL 7-8,ANTAL 8-9,ANTAL 9-10,ANTAL 10-11,ANTAL 11-12,ANTAL 12-13,ANTAL 13-14,ANTAL 14-15,ANTAL 15-16,ANTAL 16-17,ANTAL 17-18,ANTAL 18-19,SUM ANTAL,ANTAL 7-8_PERCENT,ANTAL 8-9_PERCENT,ANTAL 9-10_PERCENT,ANTAL 10-11_PERCENT,ANTAL 11-12_PERCENT,ANTAL 12-13_PERCENT,ANTAL 13-14_PERCENT,ANTAL 14-15_PERCENT,ANTAL 15-16_PERCENT,ANTAL 16-17_PERCENT,ANTAL 17-18_PERCENT,ANTAL 18-19_PERCENT,SUM ANTAL_PERCENT
149085,6218,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2019,05/09/2019,Mod sydøst (byen),A: LET TRAFIK I ALT,675,597,555,485,478,541,523,664,829,720,727,590,7384,0.9493670886075949,0.9491255961844197,0.940677966101695,0.9326923076923077,0.952191235059761,0.9524647887323944,0.9509090909090909,0.9693430656934306,0.9730046948356808,0.9742895805142084,0.9784656796769852,0.978441127694859,0.9599583983359334
149091,6218,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2019,05/09/2019,Mod sydøst (byen),B: TUNG TRAFIK I ALT,36,32,35,35,24,27,27,21,23,19,16,13,308,0.05063291139240506,0.05087440381558029,0.059322033898305086,0.0673076923076923,0.04780876494023904,0.04753521126760563,0.04909090909090909,0.030656934306569343,0.02699530516431925,0.02571041948579161,0.021534320323014805,0.02155887230514096,0.04004160166406656
149092,6218,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2019,05/09/2019,Mod sydøst (byen),A+B: KØRETØJER I ALT,711,629,590,520,502,568,550,685,852,739,743,603,7692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
149095,6218,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2019,05/09/2019,Mod sydøst (byen),CYKLER + KNALLERTER I ALT,135,101,24,23,26,48,47,104,222,227,162,92,1211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
158031,6580,14,FREDERIKSSUNDSVEJ 356 vest for Mørkhøjvej,2022,05/10/2022,Mod sydøst (byen),A: LET TRAFIK I ALT,599,540,468,445,506,546,602,587,740,764,708,574,7079,0.9630225080385852,0.9407665505226481,0.9397590361445783,0.9508547008547008,0.9565217391304348,0.9495652173913044,0.9632,0.9607201309328969,0.9814323607427056,0.9732484076433121,0.9779005524861878,0.9795221843003413,0.9629982315331247
158037,6580,14,FREDERIKSSUNDSVEJ 356 vest for Mørkhøjvej,2022,05/10/2022,Mod sydøst (byen),B: TUNG TRAFIK I ALT,23,34,30,23,23,29,23,24,14,21,16,12,272,0.03697749196141479,0.059233449477351915,0.060240963855421686,0.049145299145299144,0.043478260869565216,0.050434782608695654,0.0368,0.03927986906710311,0.01856763925729443,0.0267515923566879,0.022099447513812154,0.020477815699658702,0.03700176846687526
158038,6580,14,FREDERIKSSUNDSVEJ 356 vest for Mørkhøjvej,2022,05/10/2022,Mod sydøst (byen),A+B: KØRETØJER I ALT,622,574,498,468,529,575,625,611,754,785,724,586,7351,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
158041,6580,14,FREDERIKSSUNDSVEJ 356 vest for Mørkhøjvej,2022,05/10/2022,Mod sydøst (byen),CYKLER + KNALLERTER I ALT,230,196,67,31,38,47,64,163,334,339,184,85,1778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161515,6731,14,FREDERIKSSUNDSVEJ 356 vest for Mørkhøjvej,2023,05/11/2023,Mod sydøst (byen),A: LET TRAFIK I ALT,592,550,433,417,468,465,539,611,651,732,647,533,6638,0.9594813614262561,0.9632224168126094,0.9454148471615721,0.9308035714285714,0.949290060851927,0.9627329192546584,0.9659498207885304,0.9698412698412698,0.9833836858006042,0.9799196787148594,0.9803030303030303,0.9761904761904762,0.9658082351229449
161521,6731,14,FREDERIKSSUNDSVEJ 356 vest for Mørkhøjvej,2023,05/11/2023,Mod sydøst (byen),B: TUNG TRAFIK I ALT,25,21,25,31,25,18,19,19,11,15,13,13,235,0.04051863857374392,0.03677758318739054,0.05458515283842795,0.06919642857142858,0.05070993914807302,0.037267080745341616,0.034050179211469536,0.03015873015873016,0.01661631419939577,0.020080321285140562,0.019696969696969695,0.023809523809523808,0.03419176487705514
161522,6731,14,FREDERIKSSUNDSVEJ 356 vest for Mørkhøjvej,2023,05/11/2023,Mod sydøst (byen),A+B: KØRETØJER I ALT,617,571,458,448,493,483,558,630,662,747,660,546,6873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161525,6731,14,FREDERIKSSUNDSVEJ 356 vest for Mørkhøjvej,2023,05/11/2023,Mod sydøst (byen),CYKLER + KNALLERTER I ALT,224,158,70,46,55,64,82,125,297,305,192,83,1701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
145483,6066,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2018,05/23/2018,Mod sydøst (byen),A: LET TRAFIK I ALT,652,600,539,522,497,567,629,626,673,440,645,536,6926,0.9462989840348331,0.9433962264150944,0.9456140350877194,0.9613259668508287,0.9594594594594594,0.9481605351170569,0.9662058371735791,0.9660493827160493,0.9725433526011561,0.9691629955947136,0.9772727272727273,0.9727767695099818,0.9606102635228849
145489,6066,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2018,05/23/2018,Mod sydøst (byen),B: TUNG TRAFIK I ALT,37,36,31,21,21,31,22,22,19,14,15,15,284,0.05370101596516691,0.05660377358490566,0.054385964912280704,0.03867403314917127,0.04054054054054054,0.051839464882943144,0.03379416282642089,0.033950617283950615,0.02745664739884393,0.030837004405286344,0.022727272727272728,0.02722323049001815,0.03938973647711512
145490,6066,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2018,05/23/2018,Mod sydøst (byen),A+B: KØRETØJER I ALT,689,636,570,543,518,598,651,648,692,454,660,551,7210,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
145493,6066,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2018,05/23/2018,Mod sydøst (byen),CYKLER + KNALLERTER I ALT,284,178,80,52,52,60,103,156,351,245,281,129,1971,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
155022,6438,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2021,06/03/2021,Mod sydøst (byen),A: LET TRAFIK I ALT,531,547,419,453,527,532,548,640,731,747,694,634,7003,0.9567567567567568,0.9480069324090121,0.9168490153172867,0.9398340248962656,0.9444444444444444,0.9602888086642599,0.9513888888888888,0.9653092006033183,0.9759679572763685,0.9739243807040417,0.9774647887323944,0.9799072642967542,0.9599725839616176
155028,6438,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2021,06/03/2021,Mod sydøst (byen),B: TUNG TRAFIK I ALT,24,30,38,29,31,22,28,23,18,20,16,13,292,0.043243243243243246,0.05199306759098787,0.08315098468271334,0.06016597510373444,0.05555555555555555,0.039711191335740074,0.04861111111111111,0.03469079939668175,0.02403204272363151,0.02607561929595828,0.022535211267605635,0.02009273570324575,0.04002741603838245
155029,6438,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2021,06/03/2021,Mod sydøst (byen),A+B: KØRETØJER I ALT,555,577,457,482,558,554,576,663,749,767,710,647,7295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
155032,6438,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2021,06/03/2021,Mod sydøst (byen),CYKLER + KNALLERTER I ALT,228,158,81,43,53,69,86,156,294,370,184,119,1841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142666,5954,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2017,08/24/2017,Mod sydøst (byen),A: LET TRAFIK I ALT,663,594,504,502,498,517,553,620,748,797,778,589,7363,0.9404255319148936,0.9428571428571428,0.935064935064935,0.9543726235741445,0.9467680608365019,0.9609665427509294,0.9501718213058419,0.9627329192546584,0.9790575916230366,0.980319803198032,0.9712858926342073,0.978405315614618,0.9599739243807041
142672,5954,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2017,08/24/2017,Mod sydøst (byen),B: TUNG TRAFIK I ALT,42,36,35,24,28,21,29,24,16,16,23,13,307,0.059574468085106386,0.05714285714285714,0.06493506493506493,0.045627376425855515,0.053231939163498096,0.03903345724907063,0.04982817869415808,0.037267080745341616,0.020942408376963352,0.01968019680196802,0.02871410736579276,0.02159468438538206,0.040026075619295956
142673,5954,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2017,08/24/2017,Mod sydøst (byen),A+B: KØRETØJER I ALT,705,630,539,526,526,538,582,644,764,813,801,602,7670,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142676,5954,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2017,08/24/2017,Mod sydøst (byen),CYKLER + KNALLERTER I ALT,228,147,56,64,51,54,93,115,200,237,166,85,1496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
152167,6339,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2020,08/25/2020,Mod sydøst (byen),A: LET TRAFIK I ALT,647,559,495,463,499,524,546,636,791,751,759,626,7296,0.968562874251497,0.9555555555555556,0.9357277882797732,0.9605809128630706,0.9559386973180076,0.9614678899082569,0.9612676056338029,0.9754601226993865,0.9850560398505604,0.9855643044619422,0.9831606217616581,0.978125,0.9691817215727949
152173,6339,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2020,08/25/2020,Mod sydøst (byen),B: TUNG TRAFIK I ALT,21,26,34,19,23,21,22,16,12,11,13,14,232,0.03143712574850299,0.044444444444444446,0.06427221172022685,0.03941908713692946,0.044061302681992334,0.03853211009174312,0.03873239436619718,0.024539877300613498,0.014943960149439602,0.014435695538057743,0.01683937823834197,0.021875,0.030818278427205102
152174,6339,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2020,08/25/2020,Mod sydøst (byen),A+B: KØRETØJER I ALT,668,585,529,482,522,545,568,652,803,762,772,640,7528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
152177,6339,14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2020,08/25/2020,Mod sydøst (byen),CYKLER + KNALLERTER I ALT,331,222,85,66,76,89,81,169,404,462,251,119,2355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132967,5566,14,FREDERIKSSUNDSVEJ 356 vest for Mørkhøjvej ,2014,05/08/2014,NORDVEST (MOD HERLEV),A: LET TRAFIK I ALT,831,757,608,543,559,539,583,699,938,1036,844,617,8554,0.9618055555555556,0.9594423320659062,0.9544740973312402,0.9627659574468085,0.9637931034482758,0.9711711711711711,0.9700499168053245,0.9575342465753425,0.9811715481171548,0.9885496183206107,0.9871345029239766,0.9887820512820513,0.9717141883448824
132973,5566,14,FREDERIKSSUNDSVEJ 356 vest for Mørkhøjvej ,2014,05/08/2014,NORDVEST (MOD HERLEV),B: TUNG TRAFIK I ALT,33,32,29,21,21,16,18,31,18,12,11,7,249,0.03819444444444445,0.04055766793409379,0.04552590266875981,0.03723404255319149,0.03620689655172414,0.02882882882882883,0.029950083194675542,0.04246575342465753,0.01882845188284519,0.011450381679389313,0.012865497076023392,0.011217948717948718,0.028285811655117572
132974,5566,14,FREDERIKSSUNDSVEJ 356 vest for Mørkhøjvej ,2014,05/08/2014,NORDVEST (MOD HERLEV),A+B: KØRETØJER I ALT,864,789,637,564,580,555,601,730,956,1048,855,624,8803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132977,5566,14,FREDERIKSSUNDSVEJ 356 vest for Mørkhøjvej ,2014,05/08/2014,NORDVEST (MOD HERLEV),CYKLER + KNALLERTER I ALT,238,184,68,43,40,37,76,124,251,235,187,87,1570,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132981,5566,14,FREDERIKSSUNDSVEJ 356 vest for Mørkhøjvej ,2014,05/08/2014,SYDØST (MOD BYEN),A: LET TRAFIK I ALT,816,801,438,483,498,579,554,756,806,814,709,543,7797,0.9737470167064439,0.9592814371257485,0.9399141630901288,0.9583333333333334,0.9613899613899614,0.965,0.9568221070811744,0.9667519181585678,0.9710843373493976,0.9771908763505402,0.9712328767123287,0.9783783783783784,0.9661710037174721
132987,5566,14,FREDERIKSSUNDSVEJ 356 vest for Mørkhøjvej ,2014,05/08/2014,SYDØST (MOD BYEN),B: TUNG TRAFIK I ALT,22,34,28,21,20,21,25,26,24,19,21,12,273,0.026252983293556086,0.0407185628742515,0.060085836909871244,0.041666666666666664,0.03861003861003861,0.035,0.04317789291882556,0.03324808184143223,0.02891566265060241,0.022809123649459785,0.028767123287671233,0.021621621621621623,0.03382899628252788
132988,5566,14,FREDERIKSSUNDSVEJ 356 vest for Mørkhøjvej ,2014,05/08/2014,SYDØST (MOD BYEN),A+B: KØRETØJER I ALT,838,835,466,504,518,600,579,782,830,833,730,555,8070,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132991,5566,14,FREDERIKSSUNDSVEJ 356 vest for Mørkhøjvej ,2014,05/08/2014,SYDØST (MOD BYEN),CYKLER + KNALLERTER I ALT,354,240,75,46,33,35,63,94,103,154,125,72,1394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100174,4120,14,Frederikssundsvej 356 v.f. Mørkhøjvej ,2013,09/25/2013,VEST (FRA KØBENHAVN),A: LET TRAFIK I ALT,854,792,426,396,461,544,609,731,870,786,652,520,7641,0.9704545454545455,0.967032967032967,0.9281045751633987,0.9406175771971497,0.946611909650924,0.9543859649122807,0.938366718027735,0.9605781865965834,0.9645232815964523,0.9788293897882939,0.9716840536512668,0.9737827715355806,0.9604072398190046
100180,4120,14,Frederikssundsvej 356 v.f. Mørkhøjvej ,2013,09/25/2013,VEST (FRA KØBENHAVN),B: TUNG TRAFIK I ALT,26,27,33,25,26,26,40,30,32,17,19,14,315,0.029545454545454545,0.03296703296703297,0.0718954248366013,0.05938242280285035,0.053388090349075976,0.0456140350877193,0.061633281972265024,0.03942181340341656,0.03547671840354767,0.021170610211706103,0.028315946348733235,0.026217228464419477,0.03959276018099547
100181,4120,14,Frederikssundsvej 356 v.f. Mørkhøjvej ,2013,09/25/2013,VEST (FRA KØBENHAVN),A+B: KØRETØJER I ALT,880,819,459,421,487,570,649,761,902,803,671,534,7956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100184,4120,14,Frederikssundsvej 356 v.f. Mørkhøjvej ,2013,09/25/2013,VEST (FRA KØBENHAVN),CYKLER + KNALLERTER I ALT,363,271,88,48,57,92,76,123,174,217,129,105,1743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100188,4120,14,Frederikssundsvej 356 v.f. Mørkhøjvej ,2013,09/25/2013,ØST (MOD BYEN),A: LET TRAFIK I ALT,841,816,525,468,501,536,559,691,1012,965,792,619,8325,0.9578587699316629,0.96,0.9476534296028881,0.9609856262833676,0.9488636363636364,0.9554367201426025,0.9654576856649395,0.9773691654879774,0.9825242718446602,0.9856996935648621,0.9875311720698254,0.9919871794871795,0.9703928196759529
100194,4120,14,Frederikssundsvej 356 v.f. Mørkhøjvej ,2013,09/25/2013,ØST (MOD BYEN),B: TUNG TRAFIK I ALT,37,34,29,19,27,25,20,16,18,14,10,5,254,0.04214123006833713,0.04,0.052346570397111915,0.039014373716632446,0.05113636363636364,0.044563279857397504,0.03454231433506045,0.02263083451202263,0.017475728155339806,0.014300306435137897,0.012468827930174564,0.008012820512820512,0.02960718032404709
100195,4120,14,Frederikssundsvej 356 v.f. Mørkhøjvej ,2013,09/25/2013,ØST (MOD BYEN),A+B: KØRETØJER I ALT,878,850,554,487,528,561,579,707,1030,979,802,624,8579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100198,4120,14,Frederikssundsvej 356 v.f. Mørkhøjvej ,2013,09/25/2013,ØST (MOD BYEN),CYKLER + KNALLERTER I ALT,241,154,82,46,65,73,80,140,293,249,179,100,1702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138729,5801,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej ,2015,04/29/2015,MOD NORDØST (BYEN),A: LET TRAFIK I ALT,852,860,563,445,449,422,424,487,479,515,510,334,6340,0.9519553072625698,0.945054945054945,0.9398998330550918,0.9447983014861996,0.9393305439330544,0.9315673289183223,0.9422222222222222,0.9662698412698413,0.9676767676767677,0.9644194756554307,0.9751434034416826,0.9597701149425287,0.9519519519519519
138735,5801,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej ,2015,04/29/2015,MOD NORDØST (BYEN),B: TUNG TRAFIK I ALT,43,50,36,26,29,31,26,17,16,19,13,14,320,0.048044692737430165,0.054945054945054944,0.06010016694490818,0.055201698513800426,0.060669456066945605,0.0684326710816777,0.057777777777777775,0.03373015873015873,0.03232323232323232,0.035580524344569285,0.0248565965583174,0.040229885057471264,0.04804804804804805
138736,5801,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej ,2015,04/29/2015,MOD NORDØST (BYEN),A+B: KØRETØJER I ALT,895,910,599,471,478,453,450,504,495,534,523,348,6660,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138739,5801,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej ,2015,04/29/2015,MOD NORDØST (BYEN),CYKLER + KNALLERTER I ALT,332,266,88,47,45,50,80,70,123,129,117,67,1414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138743,5801,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej ,2015,04/29/2015,MOD SYDVEST (ÅMARKEN ST.),A: LET TRAFIK I ALT,285,293,314,372,393,415,467,546,680,692,517,411,5385,0.9253246753246753,0.8878787878787879,0.9075144508670521,0.9417721518987342,0.9401913875598086,0.9263392857142857,0.9434343434343434,0.9495652173913044,0.9686609686609686,0.9664804469273743,0.9681647940074907,0.9535962877030162,0.9450684450684451
138749,5801,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej ,2015,04/29/2015,MOD SYDVEST (ÅMARKEN ST.),B: TUNG TRAFIK I ALT,23,37,32,23,25,33,28,29,22,24,17,20,313,0.07467532467532467,0.11212121212121212,0.09248554913294797,0.05822784810126582,0.05980861244019139,0.07366071428571429,0.05656565656565657,0.050434782608695654,0.03133903133903134,0.0335195530726257,0.031835205992509365,0.04640371229698376,0.05493155493155493
138750,5801,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej ,2015,04/29/2015,MOD SYDVEST (ÅMARKEN ST.),A+B: KØRETØJER I ALT,308,330,346,395,418,448,495,575,702,716,534,431,5698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138753,5801,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej ,2015,04/29/2015,MOD SYDVEST (ÅMARKEN ST.),CYKLER + KNALLERTER I ALT,155,97,36,28,42,57,55,91,205,305,165,94,1330,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
158073,6582,16,GL. KØGE LANDEVEJ 220A syd for Vigerslevvej,2022,05/04/2022,Mod nordøst (byen),A: LET TRAFIK I ALT,733,764,450,409,409,405,427,465,557,558,498,397,6072,0.93854033290653,0.958594730238394,0.9433962264150944,0.9359267734553776,0.9467592592592593,0.9484777517564403,0.953125,0.9587628865979382,0.9636678200692042,0.96875,0.9707602339181286,0.9635922330097088,0.9542668552569543
158079,6582,16,GL. KØGE LANDEVEJ 220A syd for Vigerslevvej,2022,05/04/2022,Mod nordøst (byen),B: TUNG TRAFIK I ALT,48,33,27,28,23,22,21,20,21,18,15,15,291,0.06145966709346991,0.04140526976160602,0.05660377358490566,0.06407322654462243,0.05324074074074074,0.05152224824355972,0.046875,0.041237113402061855,0.03633217993079585,0.03125,0.029239766081871343,0.03640776699029126,0.04573314474304573
158080,6582,16,GL. KØGE LANDEVEJ 220A syd for Vigerslevvej,2022,05/04/2022,Mod nordøst (byen),A+B: KØRETØJER I ALT,781,797,477,437,432,427,448,485,578,576,513,412,6363,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
158083,6582,16,GL. KØGE LANDEVEJ 220A syd for Vigerslevvej,2022,05/04/2022,Mod nordøst (byen),CYKLER + KNALLERTER I ALT,436,383,124,75,60,84,94,160,162,194,126,89,1987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
149099,6219,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,05/08/2019,Mod nordøst (byen),A: LET TRAFIK I ALT,890,840,534,406,424,410,439,505,561,562,493,400,6464,0.9478168264110756,0.9556313993174061,0.960431654676259,0.9376443418013857,0.9443207126948775,0.9534883720930233,0.9690949227373068,0.9637404580152672,0.9655765920826161,0.9706390328151986,0.9647749510763209,0.966183574879227,0.9579134558387671
149105,6219,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,05/08/2019,Mod nordøst (byen),B: TUNG TRAFIK I ALT,49,39,22,27,25,20,14,19,20,17,18,14,284,0.05218317358892439,0.04436860068259386,0.039568345323741004,0.06235565819861432,0.0556792873051225,0.046511627906976744,0.03090507726269316,0.03625954198473282,0.03442340791738382,0.02936096718480138,0.03522504892367906,0.033816425120772944,0.04208654416123296
149106,6219,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,05/08/2019,Mod nordøst (byen),A+B: KØRETØJER I ALT,939,879,556,433,449,430,453,524,581,579,511,414,6748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
149109,6219,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,05/08/2019,Mod nordøst (byen),CYKLER + KNALLERTER I ALT,344,302,83,58,39,43,68,96,109,124,96,46,1408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139521,5832,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,05/10/2016,Mod nordøst (byen),A: LET TRAFIK I ALT,933,896,550,463,429,455,472,478,536,531,481,400,6624,0.9367469879518072,0.9552238805970149,0.933786078098472,0.9410569105691057,0.93058568329718,0.9381443298969072,0.9402390438247012,0.9428007889546351,0.9710144927536232,0.9707495429616088,0.9562624254473161,0.966183574879227,0.9481820784425995
139527,5832,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,05/10/2016,Mod nordøst (byen),B: TUNG TRAFIK I ALT,63,42,39,29,32,30,30,29,16,16,22,14,362,0.06325301204819277,0.04477611940298507,0.06621392190152801,0.05894308943089431,0.06941431670281996,0.061855670103092786,0.05976095617529881,0.05719921104536489,0.028985507246376812,0.029250457038391225,0.0437375745526839,0.033816425120772944,0.05181792155740052
139528,5832,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,05/10/2016,Mod nordøst (byen),A+B: KØRETØJER I ALT,996,938,589,492,461,485,502,507,552,547,503,414,6986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139531,5832,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,05/10/2016,Mod nordøst (byen),CYKLER + KNALLERTER I ALT,454,351,88,74,56,78,66,130,187,195,115,108,1902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142708,5956,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,05/10/2017,Mod nordøst (byen),A: LET TRAFIK I ALT,1118,1009,597,460,452,452,485,482,600,585,532,429,7201,0.9547395388556789,0.9573055028462998,0.943127962085308,0.9311740890688259,0.9515789473684211,0.931958762886598,0.9623015873015873,0.9488188976377953,0.970873786407767,0.9717607973421927,0.9690346083788707,0.959731543624161,0.9550397877984085
142714,5956,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,05/10/2017,Mod nordøst (byen),B: TUNG TRAFIK I ALT,53,45,36,34,23,33,19,26,18,17,17,18,339,0.04526046114432109,0.04269449715370019,0.05687203791469194,0.06882591093117409,0.04842105263157895,0.06804123711340206,0.037698412698412696,0.051181102362204724,0.02912621359223301,0.02823920265780731,0.030965391621129327,0.040268456375838924,0.044960212201591514
142715,5956,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,05/10/2017,Mod nordøst (byen),A+B: KØRETØJER I ALT,1171,1054,633,494,475,485,504,508,618,602,549,447,7540,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142718,5956,16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,05/10/2017,Mod nordøst (byen),CYKLER + KNALLERTER I ALT,304,252,65,36,39,37,45,82,91,92,85,43,1171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161529,6732,16,GL. KØGE LANDEVEJ 220A syd for Vigerslevvej,2023,05/10/2023,Mod nordøst (byen),A: LET TRAFIK I ALT,737,604,478,420,392,457,439,475,521,527,536,465,6051,0.9497422680412371,0.9393468118195957,0.9465346534653465,0.9333333333333333,0.9333333333333333,0.9560669456066946,0.9420600858369099,0.9557344064386318,0.9630314232902033,0.9669724770642202,0.969258589511754,0.9707724425887265,0.9524634031166378
161535,6732,16,GL. KØGE LANDEVEJ 220A syd for Vigerslevvej,2023,05/10/2023,Mod nordøst (byen),B: TUNG TRAFIK I ALT,39,39,27,30,28,21,27,22,20,18,17,14,302,0.05025773195876289,0.060653188180404355,0.053465346534653464,0.06666666666666667,0.06666666666666667,0.043933054393305436,0.05793991416309013,0.04426559356136821,0.036968576709796676,0.03302752293577982,0.03074141048824593,0.029227557411273485,0.04753659688336219
161536,6732,16,GL. KØGE LANDEVEJ 220A syd for Vigerslevvej,2023,05/10/2023,Mod nordøst (byen),A+B: KØRETØJER I ALT,776,643,505,450,420,478,466,497,541,545,553,479,6353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161539,6732,16,GL. KØGE LANDEVEJ 220A syd for Vigerslevvej,2023,05/10/2023,Mod nordøst (byen),CYKLER + KNALLERTER I ALT,377,350,111,66,63,80,87,140,147,171,105,90,1787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
