række,database_id,TS,VEJNAVN,ÅR,DATO,RETNING,KATEGORI,ANTAL 7-8,ANTAL 8-9,ANTAL 9-10,ANTAL 10-11,ANTAL 11-12,ANTAL 12-13,ANTAL 13-14,ANTAL 14-15,ANTAL 15-16,ANTAL 16-17,ANTAL 17-18,ANTAL 18-19,SUM ANTAL,ANTAL 7-8_PERCENT,ANTAL 8-9_PERCENT,ANTAL 9-10_PERCENT,ANTAL 10-11_PERCENT,ANTAL 11-12_PERCENT,ANTAL 12-13_PERCENT,ANTAL 13-14_PERCENT,ANTAL 14-15_PERCENT,ANTAL 15-16_PERCENT,ANTAL 16-17_PERCENT,ANTAL 17-18_PERCENT,ANTAL 18-19_PERCENT,SUM ANTAL_PERCENT
137515,5749,6,KAMPMANNSGADE ud for søerne ,2015,09/22/2015,MOD VEST (FREDERIKSBERG),A: LET TRAFIK I ALT,140,161,163,168,202,183,197,269,332,421,267,195,2698,0.9459459459459459,0.9640718562874252,0.9532163742690059,0.9710982658959537,0.9758454106280193,0.9631578947368421,0.9609756097560975,0.9746376811594203,0.9851632047477745,0.9882629107981221,0.9816176470588235,0.9798994974874372,0.9736557199566943
137521,5749,6,KAMPMANNSGADE ud for søerne ,2015,09/22/2015,MOD VEST (FREDERIKSBERG),B: TUNG TRAFIK I ALT,8,6,8,5,5,7,8,7,5,5,5,4,73,0.05405405405405406,0.03592814371257485,0.04678362573099415,0.028901734104046242,0.024154589371980676,0.03684210526315789,0.03902439024390244,0.025362318840579712,0.01483679525222552,0.011737089201877934,0.01838235294117647,0.020100502512562814,0.026344280043305666
137522,5749,6,KAMPMANNSGADE ud for søerne ,2015,09/22/2015,MOD VEST (FREDERIKSBERG),A+B: KØRETØJER I ALT,148,167,171,173,207,190,205,276,337,426,272,199,2771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
137525,5749,6,KAMPMANNSGADE ud for søerne ,2015,09/22/2015,MOD VEST (FREDERIKSBERG),CYKLER + KNALLERTER I ALT,197,236,137,96,135,157,119,222,475,787,594,294,3449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
133987,5605,6,KAMPMANNSGADE ud for søerne ,2014,09/18/2014,MOD VEST (MOD FREDERIKSBERG),A: LET TRAFIK I ALT,123,145,128,123,145,156,156,214,267,302,223,159,2141,0.9534883720930233,0.9666666666666667,0.9552238805970149,0.9389312977099237,0.9539473684210527,0.9397590361445783,0.9570552147239264,0.9596412556053812,0.9816176470588235,0.9869281045751634,0.9737991266375546,0.9636363636363636,0.9644144144144144
133993,5605,6,KAMPMANNSGADE ud for søerne ,2014,09/18/2014,MOD VEST (MOD FREDERIKSBERG),B: TUNG TRAFIK I ALT,6,5,6,8,7,10,7,9,5,4,6,6,79,0.046511627906976744,0.03333333333333333,0.04477611940298507,0.061068702290076333,0.046052631578947366,0.060240963855421686,0.04294478527607362,0.04035874439461883,0.01838235294117647,0.013071895424836602,0.026200873362445413,0.03636363636363636,0.03558558558558558
133994,5605,6,KAMPMANNSGADE ud for søerne ,2014,09/18/2014,MOD VEST (MOD FREDERIKSBERG),A+B: KØRETØJER I ALT,129,150,134,131,152,166,163,223,272,306,229,165,2220,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
133997,5605,6,KAMPMANNSGADE ud for søerne ,2014,09/18/2014,MOD VEST (MOD FREDERIKSBERG),CYKLER + KNALLERTER I ALT,198,209,151,101,125,169,192,304,555,828,617,327,3776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
134001,5605,6,KAMPMANNSGADE ud for søerne ,2014,09/18/2014,MOD ØST (MOD VESTERPORT),A: LET TRAFIK I ALT,266,437,173,153,144,146,150,199,181,189,155,136,2329,0.9779411764705882,0.9820224719101124,0.9505494505494505,0.9622641509433962,0.9536423841059603,0.9605263157894737,0.9493670886075949,0.9802955665024631,0.9679144385026738,0.9792746113989638,0.9748427672955975,0.9714285714285714,0.9700124947938359
134007,5605,6,KAMPMANNSGADE ud for søerne ,2014,09/18/2014,MOD ØST (MOD VESTERPORT),B: TUNG TRAFIK I ALT,6,8,9,6,7,6,8,4,6,4,4,4,72,0.022058823529411766,0.017977528089887642,0.04945054945054945,0.03773584905660377,0.046357615894039736,0.039473684210526314,0.05063291139240506,0.019704433497536946,0.03208556149732621,0.02072538860103627,0.025157232704402517,0.02857142857142857,0.029987505206164097
134008,5605,6,KAMPMANNSGADE ud for søerne ,2014,09/18/2014,MOD ØST (MOD VESTERPORT),A+B: KØRETØJER I ALT,272,445,182,159,151,152,158,203,187,193,159,140,2401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
134011,5605,6,KAMPMANNSGADE ud for søerne ,2014,09/18/2014,MOD ØST (MOD VESTERPORT),CYKLER + KNALLERTER I ALT,545,1263,441,196,207,206,149,221,251,328,304,208,4319,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
137529,5749,6,KAMPMANNSGADE ud for søerne ,2015,09/22/2015,MOD ØST (VESTERPORT),A: LET TRAFIK I ALT,309,577,288,206,150,188,148,200,216,215,200,164,2861,0.9778481012658228,0.9897084048027445,0.9664429530201343,0.9671361502347418,0.9615384615384616,0.9591836734693877,0.9487179487179487,0.975609756097561,0.9773755656108597,0.9817351598173516,0.9803921568627451,0.9761904761904762,0.9747870528109029
137535,5749,6,KAMPMANNSGADE ud for søerne ,2015,09/22/2015,MOD ØST (VESTERPORT),B: TUNG TRAFIK I ALT,7,6,10,7,6,8,8,5,5,4,4,4,74,0.022151898734177215,0.010291595197255575,0.03355704697986577,0.03286384976525822,0.038461538461538464,0.04081632653061224,0.05128205128205128,0.024390243902439025,0.02262443438914027,0.0182648401826484,0.0196078431372549,0.023809523809523808,0.025212947189097105
137536,5749,6,KAMPMANNSGADE ud for søerne ,2015,09/22/2015,MOD ØST (VESTERPORT),A+B: KØRETØJER I ALT,316,583,298,213,156,196,156,205,221,219,204,168,2935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
137539,5749,6,KAMPMANNSGADE ud for søerne ,2015,09/22/2015,MOD ØST (VESTERPORT),CYKLER + KNALLERTER I ALT,552,1170,402,200,167,155,103,174,223,332,230,173,3881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
151939,6330,6,KAMPMANNSGADE ud for søerne,2020,09/02/2020,Mod vest (Frederiksberg),A: LET TRAFIK I ALT,112,133,109,116,133,103,132,164,205,274,195,102,1778,0.9739130434782609,0.9708029197080292,0.9819819819819819,0.9586776859504132,0.9779411764705882,0.944954128440367,0.9777777777777777,0.9820359281437125,0.9903381642512077,0.9891696750902527,0.9898477157360406,0.9444444444444444,0.9769230769230769
151945,6330,6,KAMPMANNSGADE ud for søerne,2020,09/02/2020,Mod vest (Frederiksberg),B: TUNG TRAFIK I ALT,3,4,2,5,3,6,3,3,2,3,2,6,42,0.02608695652173913,0.029197080291970802,0.018018018018018018,0.04132231404958678,0.022058823529411766,0.05504587155963303,0.022222222222222223,0.017964071856287425,0.00966183574879227,0.010830324909747292,0.01015228426395939,0.05555555555555555,0.023076923076923078
151946,6330,6,KAMPMANNSGADE ud for søerne,2020,09/02/2020,Mod vest (Frederiksberg),A+B: KØRETØJER I ALT,115,137,111,121,136,109,135,167,207,277,197,108,1820,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
151949,6330,6,KAMPMANNSGADE ud for søerne,2020,09/02/2020,Mod vest (Frederiksberg),CYKLER + KNALLERTER I ALT,184,273,128,97,144,195,183,261,553,746,455,227,3446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
145127,6052,6,KAMPMANNSGADE ud for søerne,2018,09/04/2018,Mod vest (Frederiksberg),A: LET TRAFIK I ALT,95,144,120,130,128,139,130,176,221,281,223,140,1927,0.8878504672897196,0.96,0.9022556390977443,0.9285714285714286,0.9552238805970149,0.972027972027972,0.9629629629629629,0.9617486338797814,0.9822222222222222,0.9894366197183099,0.9823788546255506,0.9722222222222222,0.9610972568578554
145133,6052,6,KAMPMANNSGADE ud for søerne,2018,09/04/2018,Mod vest (Frederiksberg),B: TUNG TRAFIK I ALT,12,6,13,10,6,4,5,7,4,3,4,4,78,0.11214953271028037,0.04,0.09774436090225563,0.07142857142857142,0.04477611940298507,0.027972027972027972,0.037037037037037035,0.03825136612021858,0.017777777777777778,0.01056338028169014,0.01762114537444934,0.027777777777777776,0.03890274314214464
145134,6052,6,KAMPMANNSGADE ud for søerne,2018,09/04/2018,Mod vest (Frederiksberg),A+B: KØRETØJER I ALT,107,150,133,140,134,143,135,183,225,284,227,144,2005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
145137,6052,6,KAMPMANNSGADE ud for søerne,2018,09/04/2018,Mod vest (Frederiksberg),CYKLER + KNALLERTER I ALT,331,286,195,172,140,211,186,299,651,946,647,396,4460,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148828,6208,6,KAMPMANNSGADE ud for søerne,2019,09/04/2019,Mod vest (Frederiksberg),A: LET TRAFIK I ALT,110,152,134,143,136,154,140,186,253,304,198,127,2037,0.9482758620689655,0.926829268292683,0.9640287769784173,0.959731543624161,0.9444444444444444,0.9506172839506173,0.9523809523809523,0.96875,0.9730769230769231,0.9838187702265372,0.9801980198019802,0.9694656488549618,0.9631205673758865
148834,6208,6,KAMPMANNSGADE ud for søerne,2019,09/04/2019,Mod vest (Frederiksberg),B: TUNG TRAFIK I ALT,6,12,5,6,8,8,7,6,7,5,4,4,78,0.05172413793103448,0.07317073170731707,0.03597122302158273,0.040268456375838924,0.05555555555555555,0.04938271604938271,0.047619047619047616,0.03125,0.026923076923076925,0.016181229773462782,0.019801980198019802,0.030534351145038167,0.03687943262411347
148835,6208,6,KAMPMANNSGADE ud for søerne,2019,09/04/2019,Mod vest (Frederiksberg),A+B: KØRETØJER I ALT,116,164,139,149,144,162,147,192,260,309,202,131,2115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148839,6208,6,KAMPMANNSGADE ud for søerne,2019,09/04/2019,Mod vest (Frederiksberg),CYKLER + KNALLERTER I ALT,230,237,157,118,158,173,176,262,594,813,604,326,3848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
160693,6692,6,KAMPMANNSGADE ud for søerne,2023,09/05/2023,Mod vest (Frederiksberg),A: LET TRAFIK I ALT,100,125,110,105,136,133,115,146,229,246,178,117,1740,0.9615384615384616,0.9259259259259259,0.9243697478991597,0.9375,0.9645390070921985,0.9708029197080292,0.9583333333333334,0.9864864864864865,0.9703389830508474,0.9919354838709677,0.9834254143646409,0.9831932773109243,0.9666666666666667
160699,6692,6,KAMPMANNSGADE ud for søerne,2023,09/05/2023,Mod vest (Frederiksberg),B: TUNG TRAFIK I ALT,4,10,9,7,5,4,5,2,7,2,3,2,60,0.038461538461538464,0.07407407407407407,0.07563025210084033,0.0625,0.03546099290780142,0.029197080291970802,0.041666666666666664,0.013513513513513514,0.029661016949152543,0.008064516129032258,0.016574585635359115,0.01680672268907563,0.03333333333333333
160700,6692,6,KAMPMANNSGADE ud for søerne,2023,09/05/2023,Mod vest (Frederiksberg),A+B: KØRETØJER I ALT,104,135,119,112,141,137,120,148,236,248,181,119,1800,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
160703,6692,6,KAMPMANNSGADE ud for søerne,2023,09/05/2023,Mod vest (Frederiksberg),CYKLER + KNALLERTER I ALT,297,287,152,127,186,252,216,295,637,913,553,301,4216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139167,5818,6,KAMPMANNSGADE ud for søerne,2016,09/06/2016,Mod vest (Frederiksberg),A: LET TRAFIK I ALT,119,160,126,124,136,134,187,162,280,287,208,147,2070,0.952,0.9580838323353293,0.9545454545454546,0.9465648854961832,0.951048951048951,0.9370629370629371,0.9739583333333334,0.9642857142857143,0.9859154929577465,0.9862542955326461,0.9811320754716981,0.9671052631578947,0.9672897196261683
139173,5818,6,KAMPMANNSGADE ud for søerne,2016,09/06/2016,Mod vest (Frederiksberg),B: TUNG TRAFIK I ALT,6,7,6,7,7,9,5,6,4,4,4,5,70,0.048,0.041916167664670656,0.045454545454545456,0.05343511450381679,0.04895104895104895,0.06293706293706294,0.026041666666666668,0.03571428571428571,0.014084507042253521,0.013745704467353952,0.018867924528301886,0.03289473684210526,0.03271028037383177
139174,5818,6,KAMPMANNSGADE ud for søerne,2016,09/06/2016,Mod vest (Frederiksberg),A+B: KØRETØJER I ALT,125,167,132,131,143,143,192,168,284,291,212,152,2140,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139177,5818,6,KAMPMANNSGADE ud for søerne,2016,09/06/2016,Mod vest (Frederiksberg),CYKLER + KNALLERTER I ALT,276,292,153,135,127,193,175,300,591,893,641,348,4124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
154102,6546,6,KAMPMANNSGADE ud for søerne,2022,09/06/2022,Mod vest (Frederiksberg),A: LET TRAFIK I ALT,79,140,105,114,130,118,113,147,221,242,149,119,1677,0.8977272727272727,0.9523809523809523,0.9375,0.9661016949152542,0.948905109489051,0.9752066115702479,0.9741379310344828,0.98,0.9778761061946902,0.9958847736625515,0.9802631578947368,0.9916666666666667,0.969364161849711
154108,6546,6,KAMPMANNSGADE ud for søerne,2022,09/06/2022,Mod vest (Frederiksberg),B: TUNG TRAFIK I ALT,9,7,7,4,7,3,3,3,5,1,3,1,53,0.10227272727272728,0.047619047619047616,0.0625,0.03389830508474576,0.051094890510948905,0.024793388429752067,0.02586206896551724,0.02,0.022123893805309734,0.00411522633744856,0.019736842105263157,0.008333333333333333,0.030635838150289016
154109,6546,6,KAMPMANNSGADE ud for søerne,2022,09/06/2022,Mod vest (Frederiksberg),A+B: KØRETØJER I ALT,88,147,112,118,137,121,116,150,226,243,152,120,1730,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
154112,6546,6,KAMPMANNSGADE ud for søerne,2022,09/06/2022,Mod vest (Frederiksberg),CYKLER + KNALLERTER I ALT,290,305,198,117,154,206,224,282,663,828,597,326,4190,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
153987,6417,6,KAMPMANNSGADE ud for søerne,2021,09/07/2021,Mod vest (Frederiksberg),A: LET TRAFIK I ALT,98,115,97,95,118,124,109,156,198,228,159,114,1611,0.9514563106796117,0.9426229508196722,0.9897959183673469,0.9595959595959596,0.9672131147540983,0.9763779527559056,0.9819819819819819,0.9570552147239264,0.9949748743718593,0.987012987012987,0.9875776397515528,0.9827586206896551,0.975181598062954
154634,6417,6,KAMPMANNSGADE ud for søerne,2021,09/07/2021,Mod vest (Frederiksberg),B: TUNG TRAFIK I ALT,5,7,1,4,4,3,2,7,1,3,2,2,41,0.04854368932038835,0.05737704918032787,0.01020408163265306,0.04040404040404041,0.03278688524590164,0.023622047244094488,0.018018018018018018,0.04294478527607362,0.005025125628140704,0.012987012987012988,0.012422360248447204,0.017241379310344827,0.024818401937046004
154635,6417,6,KAMPMANNSGADE ud for søerne,2021,09/07/2021,Mod vest (Frederiksberg),A+B: KØRETØJER I ALT,103,122,98,99,122,127,111,163,199,231,161,116,1652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
154638,6417,6,KAMPMANNSGADE ud for søerne,2021,09/07/2021,Mod vest (Frederiksberg),CYKLER + KNALLERTER I ALT,241,288,189,128,136,188,200,261,564,806,613,300,3914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142352,5940,6,KAMPMANNSGADE ud for søerne,2017,09/26/2017,Mod vest (Frederiksberg),A: LET TRAFIK I ALT,201,202,184,212,218,220,280,300,332,384,310,218,3061,0.9757281553398058,0.9665071770334929,0.9583333333333334,0.9422222222222222,0.956140350877193,0.9606986899563319,0.9655172413793104,0.9584664536741214,0.9851632047477745,0.9896907216494846,0.9872611464968153,0.9775784753363229,0.9705136334812936
142358,5940,6,KAMPMANNSGADE ud for søerne,2017,09/26/2017,Mod vest (Frederiksberg),B: TUNG TRAFIK I ALT,5,7,8,13,10,9,10,13,5,4,4,5,93,0.024271844660194174,0.03349282296650718,0.041666666666666664,0.057777777777777775,0.043859649122807015,0.039301310043668124,0.034482758620689655,0.04153354632587859,0.01483679525222552,0.010309278350515464,0.012738853503184714,0.02242152466367713,0.029486366518706404
142359,5940,6,KAMPMANNSGADE ud for søerne,2017,09/26/2017,Mod vest (Frederiksberg),A+B: KØRETØJER I ALT,206,209,192,225,228,229,290,313,337,388,314,223,3154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142362,5940,6,KAMPMANNSGADE ud for søerne,2017,09/26/2017,Mod vest (Frederiksberg),CYKLER + KNALLERTER I ALT,198,253,174,115,142,188,181,255,545,844,597,370,3862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
151925,6330,6,KAMPMANNSGADE ud for søerne,2020,09/02/2020,Mod øst (Vesterport),A: LET TRAFIK I ALT,231,378,177,119,147,126,121,162,208,158,127,121,2075,0.9829787234042553,0.9895287958115183,0.9833333333333333,0.9834710743801653,0.9483870967741935,0.9692307692307692,0.952755905511811,0.9938650306748467,0.9904761904761905,0.9813664596273292,0.9694656488549618,0.983739837398374,0.9796978281397545
151931,6330,6,KAMPMANNSGADE ud for søerne,2020,09/02/2020,Mod øst (Vesterport),B: TUNG TRAFIK I ALT,4,4,3,2,8,4,6,1,2,3,4,2,43,0.01702127659574468,0.010471204188481676,0.016666666666666666,0.01652892561983471,0.05161290322580645,0.03076923076923077,0.047244094488188976,0.006134969325153374,0.009523809523809525,0.018633540372670808,0.030534351145038167,0.016260162601626018,0.020302171860245515
151932,6330,6,KAMPMANNSGADE ud for søerne,2020,09/02/2020,Mod øst (Vesterport),A+B: KØRETØJER I ALT,235,382,180,121,155,130,127,163,210,161,131,123,2118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
151935,6330,6,KAMPMANNSGADE ud for søerne,2020,09/02/2020,Mod øst (Vesterport),CYKLER + KNALLERTER I ALT,658,1196,406,207,154,143,193,234,307,337,247,203,4285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
145113,6052,6,KAMPMANNSGADE ud for søerne,2018,09/04/2018,Mod øst (Vesterport),A: LET TRAFIK I ALT,308,474,231,152,137,132,140,147,221,303,168,116,2529,0.9685534591194969,0.983402489626556,0.9625,0.926829268292683,0.9513888888888888,0.9496402877697842,0.958904109589041,0.9607843137254902,0.973568281938326,0.9805825242718447,0.9767441860465116,0.9747899159663865,0.9678530424799081
145119,6052,6,KAMPMANNSGADE ud for søerne,2018,09/04/2018,Mod øst (Vesterport),B: TUNG TRAFIK I ALT,10,8,9,12,7,7,6,6,6,6,4,3,84,0.031446540880503145,0.016597510373443983,0.0375,0.07317073170731707,0.04861111111111111,0.050359712230215826,0.0410958904109589,0.0392156862745098,0.02643171806167401,0.019417475728155338,0.023255813953488372,0.025210084033613446,0.03214695752009185
145120,6052,6,KAMPMANNSGADE ud for søerne,2018,09/04/2018,Mod øst (Vesterport),A+B: KØRETØJER I ALT,318,482,240,164,144,139,146,153,227,309,172,119,2613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
145123,6052,6,KAMPMANNSGADE ud for søerne,2018,09/04/2018,Mod øst (Vesterport),CYKLER + KNALLERTER I ALT,692,1450,475,231,193,232,204,258,353,402,352,251,5093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148814,6208,6,KAMPMANNSGADE ud for søerne,2019,09/04/2019,Mod øst (Vesterport),A: LET TRAFIK I ALT,301,477,260,141,135,161,157,157,226,224,153,97,2489,0.9772727272727273,0.9754601226993865,0.9523809523809523,0.9591836734693877,0.9246575342465754,0.9698795180722891,0.9573170731707317,0.9631901840490797,0.9868995633187773,0.9824561403508771,0.9683544303797469,0.9238095238095239,0.9662267080745341
148820,6208,6,KAMPMANNSGADE ud for søerne,2019,09/04/2019,Mod øst (Vesterport),B: TUNG TRAFIK I ALT,7,12,13,6,11,5,7,6,3,4,5,8,87,0.022727272727272728,0.024539877300613498,0.047619047619047616,0.04081632653061224,0.07534246575342465,0.030120481927710843,0.042682926829268296,0.03680981595092025,0.013100436681222707,0.017543859649122806,0.03164556962025317,0.0761904761904762,0.03377329192546584
148821,6208,6,KAMPMANNSGADE ud for søerne,2019,09/04/2019,Mod øst (Vesterport),A+B: KØRETØJER I ALT,308,489,273,147,146,166,164,163,229,228,158,105,2576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148825,6208,6,KAMPMANNSGADE ud for søerne,2019,09/04/2019,Mod øst (Vesterport),CYKLER + KNALLERTER I ALT,674,1309,409,185,162,186,192,244,267,335,242,150,4355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
160679,6692,6,KAMPMANNSGADE ud for søerne,2023,09/05/2023,Mod øst (Vesterport),A: LET TRAFIK I ALT,220,300,144,97,74,95,113,106,190,130,93,46,1608,0.9821428571428571,0.974025974025974,0.972972972972973,0.9509803921568627,0.9487179487179487,0.95,0.9658119658119658,0.9380530973451328,0.979381443298969,0.9848484848484849,0.9789473684210527,0.9583333333333334,0.969258589511754
160685,6692,6,KAMPMANNSGADE ud for søerne,2023,09/05/2023,Mod øst (Vesterport),B: TUNG TRAFIK I ALT,4,8,4,5,4,5,4,7,4,2,2,2,51,0.017857142857142856,0.025974025974025976,0.02702702702702703,0.049019607843137254,0.05128205128205128,0.05,0.03418803418803419,0.061946902654867256,0.020618556701030927,0.015151515151515152,0.021052631578947368,0.041666666666666664,0.03074141048824593
160686,6692,6,KAMPMANNSGADE ud for søerne,2023,09/05/2023,Mod øst (Vesterport),A+B: KØRETØJER I ALT,224,308,148,102,78,100,117,113,194,132,95,48,1659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
160689,6692,6,KAMPMANNSGADE ud for søerne,2023,09/05/2023,Mod øst (Vesterport),CYKLER + KNALLERTER I ALT,664,1321,406,210,183,264,272,269,374,445,288,186,4882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139153,5818,6,KAMPMANNSGADE ud for søerne,2016,09/06/2016,Mod øst (Vesterport),A: LET TRAFIK I ALT,264,483,238,147,156,143,149,161,199,169,125,109,2343,0.967032967032967,0.9877300613496932,0.9596774193548387,0.9607843137254902,0.968944099378882,0.959731543624161,0.9675324675324676,0.9526627218934911,0.9660194174757282,0.9712643678160919,0.9615384615384616,0.9732142857142857,0.9689826302729528
139159,5818,6,KAMPMANNSGADE ud for søerne,2016,09/06/2016,Mod øst (Vesterport),B: TUNG TRAFIK I ALT,9,6,10,6,5,6,5,8,7,5,5,3,75,0.03296703296703297,0.012269938650306749,0.04032258064516129,0.0392156862745098,0.031055900621118012,0.040268456375838924,0.032467532467532464,0.047337278106508875,0.03398058252427184,0.028735632183908046,0.038461538461538464,0.026785714285714284,0.031017369727047148
139160,5818,6,KAMPMANNSGADE ud for søerne,2016,09/06/2016,Mod øst (Vesterport),A+B: KØRETØJER I ALT,273,489,248,153,161,149,154,169,206,174,130,112,2418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139163,5818,6,KAMPMANNSGADE ud for søerne,2016,09/06/2016,Mod øst (Vesterport),CYKLER + KNALLERTER I ALT,731,1319,440,230,182,228,215,261,256,333,347,204,4746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
157774,6546,6,KAMPMANNSGADE ud for søerne,2022,09/06/2022,Mod øst (Vesterport),A: LET TRAFIK I ALT,172,332,159,95,92,103,93,112,167,191,138,108,1762,0.9885057471264368,0.9822485207100592,0.9754601226993865,0.9313725490196079,0.968421052631579,0.9716981132075472,0.9587628865979382,0.9739130434782609,0.9881656804733728,0.9794871794871794,0.971830985915493,0.972972972972973,0.9750968456004427
157780,6546,6,KAMPMANNSGADE ud for søerne,2022,09/06/2022,Mod øst (Vesterport),B: TUNG TRAFIK I ALT,2,6,4,7,3,3,4,3,2,4,4,3,45,0.011494252873563218,0.01775147928994083,0.024539877300613498,0.06862745098039216,0.031578947368421054,0.02830188679245283,0.041237113402061855,0.02608695652173913,0.011834319526627219,0.020512820512820513,0.028169014084507043,0.02702702702702703,0.024903154399557276
157781,6546,6,KAMPMANNSGADE ud for søerne,2022,09/06/2022,Mod øst (Vesterport),A+B: KØRETØJER I ALT,174,338,163,102,95,106,97,115,169,195,142,111,1807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
157784,6546,6,KAMPMANNSGADE ud for søerne,2022,09/06/2022,Mod øst (Vesterport),CYKLER + KNALLERTER I ALT,635,1303,383,189,215,225,178,224,327,376,319,203,4577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
153973,6417,6,KAMPMANNSGADE ud for søerne,2021,09/07/2021,Mod øst (Vesterport),A: LET TRAFIK I ALT,224,301,163,116,117,131,104,125,171,199,136,116,1903,0.986784140969163,0.9868852459016394,0.9760479041916168,0.9586776859504132,0.936,0.9776119402985075,0.9541284403669725,0.9765625,0.9715909090909091,0.995,0.9714285714285714,0.9830508474576272,0.9758974358974359
153979,6417,6,KAMPMANNSGADE ud for søerne,2021,09/07/2021,Mod øst (Vesterport),B: TUNG TRAFIK I ALT,3,4,4,5,8,3,5,3,5,1,4,2,47,0.013215859030837005,0.013114754098360656,0.023952095808383235,0.04132231404958678,0.064,0.022388059701492536,0.045871559633027525,0.0234375,0.028409090909090908,0.005,0.02857142857142857,0.01694915254237288,0.024102564102564103
153980,6417,6,KAMPMANNSGADE ud for søerne,2021,09/07/2021,Mod øst (Vesterport),A+B: KØRETØJER I ALT,227,305,167,121,125,134,109,128,176,200,140,118,1950,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
153983,6417,6,KAMPMANNSGADE ud for søerne,2021,09/07/2021,Mod øst (Vesterport),CYKLER + KNALLERTER I ALT,620,1168,379,204,187,235,220,269,316,432,369,224,4623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142338,5940,6,KAMPMANNSGADE ud for søerne,2017,09/26/2017,Mod øst (Vesterport),A: LET TRAFIK I ALT,315,531,282,168,145,141,154,174,185,231,177,131,2634,0.9752321981424149,0.9869888475836431,0.9690721649484536,0.9438202247191011,0.9477124183006536,0.9591836734693877,0.9506172839506173,0.9666666666666667,0.9685863874345549,0.9829787234042553,0.9779005524861878,0.9632352941176471,0.9701657458563536
