række,database_id,TS,VEJNAVN,ÅR,DATO,RETNING,KATEGORI,ANTAL 7-8,ANTAL 8-9,ANTAL 9-10,ANTAL 10-11,ANTAL 11-12,ANTAL 12-13,ANTAL 13-14,ANTAL 14-15,ANTAL 15-16,ANTAL 16-17,ANTAL 17-18,ANTAL 18-19,SUM ANTAL,ANTAL 7-8_PERCENT,ANTAL 8-9_PERCENT,ANTAL 9-10_PERCENT,ANTAL 10-11_PERCENT,ANTAL 11-12_PERCENT,ANTAL 12-13_PERCENT,ANTAL 13-14_PERCENT,ANTAL 14-15_PERCENT,ANTAL 15-16_PERCENT,ANTAL 16-17_PERCENT,ANTAL 17-18_PERCENT,ANTAL 18-19_PERCENT,SUM ANTAL_PERCENT
159155,6615,487,HOLBÆKMOTORVEJEN vest for Sønderkær,2022,05/11/2022,Mod vest (fra byen),BUSSER I FAST RUTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159156,6615,487,HOLBÆKMOTORVEJEN vest for Sønderkær,2022,05/11/2022,Mod vest (fra byen),ANDRE BUSSER,3,7,4,2,2,3,7,6,4,3,4,6,51,0.0011202389843166542,0.0033734939759036144,0.0027816411682892906,0.0014275517487508922,0.0014114326040931546,0.001986754966887417,0.0037333333333333333,0.0024650780608052587,0.001554001554001554,0.0016313213703099511,0.002280501710376283,0.004665629860031105,0.0022889457385216103
159158,6615,487,HOLBÆKMOTORVEJEN vest for Sønderkær,2022,05/11/2022,Mod vest (fra byen),A+B: KØRETØJER I ALT,2678,2075,1438,1401,1417,1510,1875,2434,2574,1839,1754,1286,22281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
159159,6615,487,HOLBÆKMOTORVEJEN vest for Sønderkær,2022,05/11/2022,Mod vest (fra byen),LADCYKLER,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159160,6615,487,HOLBÆKMOTORVEJEN vest for Sønderkær,2022,05/11/2022,Mod vest (fra byen),CYKLER + KNALLERTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159161,6615,487,HOLBÆKMOTORVEJEN vest for Sønderkær,2022,05/11/2022,Mod vest (fra byen),CYKLER + KNALLERTER I ALT,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
155857,6467,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2021,06/01/2021,Mod vest (fra byen),PERSONBILER + MC,2130,1803,1091,981,1081,1190,1285,1727,1875,1861,1735,1245,18004,0.8623481781376519,0.8429172510518934,0.732706514439221,0.6997146932952925,0.7056135770234987,0.723404255319149,0.6820594479830149,0.7066284779050737,0.751804330392943,0.8379108509680324,0.8576371725160653,0.8568479008947006,0.7761683048801518
155858,6467,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2021,06/01/2021,Mod vest (fra byen),"VAREVOGNE (MAX. 3,5 t)",288,247,328,349,395,391,529,661,579,330,272,190,4559,0.11659919028340081,0.11547452080411408,0.22028206850235058,0.24893009985734665,0.25783289817232374,0.23768996960486322,0.2807855626326964,0.2704582651391162,0.23215717722534082,0.14858171994597028,0.13445378151260504,0.1307639366827254,0.1965425073288498
155863,6467,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2021,06/01/2021,Mod vest (fra byen),LASTBILER,51,79,63,68,56,62,68,55,36,25,14,10,587,0.020647773279352227,0.03693314633006078,0.04231027535258563,0.04850213980028531,0.03655352480417755,0.03768996960486322,0.036093418259023353,0.022504091653027823,0.014434643143544507,0.01125619090499775,0.006920415224913495,0.006882312456985547,0.025306087256423523
155864,6467,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2021,06/01/2021,Mod vest (fra byen),BUSSER I FAST RUTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155865,6467,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2021,06/01/2021,Mod vest (fra byen),ANDRE BUSSER,1,10,7,4,0,2,2,1,4,5,2,8,46,0.0004048582995951417,0.004675081813931743,0.0047011417058428475,0.0028530670470756064,0.0,0.0012158054711246201,0.0010615711252653928,0.0004091653027823241,0.0016038492381716118,0.0022512381809995496,0.0009886307464162135,0.0055058499655884375,0.0019831005345749267
155867,6467,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2021,06/01/2021,Mod vest (fra byen),A+B: KØRETØJER I ALT,2470,2139,1489,1402,1532,1645,1884,2444,2494,2221,2023,1453,23196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
155868,6467,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2021,06/01/2021,Mod vest (fra byen),LADCYKLER,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155869,6467,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2021,06/01/2021,Mod vest (fra byen),CYKLER + KNALLERTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155870,6467,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2021,06/01/2021,Mod vest (fra byen),CYKLER + KNALLERTER I ALT,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
146550,6106,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2018,06/07/2018,Mod vest (fra byen),PERSONBILER + MC,2172,1681,1024,949,1057,1249,1385,1727,1989,2090,1788,1265,18376,0.8578199052132701,0.8248282630029441,0.7125956854558108,0.6861894432393347,0.6694110196326789,0.6765980498374865,0.6633141762452107,0.671461897356143,0.7505660377358491,0.8251085669166995,0.8518342067651262,0.8724137931034482,0.7591192630230925
146551,6106,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2018,06/07/2018,Mod vest (fra byen),"VAREVOGNE (MAX. 3,5 t)",305,277,329,349,407,499,619,770,608,386,274,157,4980,0.12045813586097946,0.13591756624141316,0.22894919972164232,0.25234996384671005,0.2577580747308423,0.2703141928494041,0.296455938697318,0.29937791601866254,0.22943396226415094,0.15238847216739046,0.13053835159599808,0.10827586206896551,0.2057256165571942
146556,6106,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2018,06/07/2018,Mod vest (fra byen),LASTBILER,50,72,75,79,113,91,79,71,49,48,29,17,773,0.019747235387045814,0.03532875368007851,0.05219206680584551,0.05712219812002892,0.07156428119062698,0.04929577464788732,0.037835249042145594,0.0276049766718507,0.01849056603773585,0.0189498618239242,0.013816102906145784,0.011724137931034483,0.03193291196761267
146557,6106,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2018,06/07/2018,Mod vest (fra byen),BUSSER I FAST RUTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146558,6106,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2018,06/07/2018,Mod vest (fra byen),ANDRE BUSSER,5,8,9,6,2,7,5,4,4,9,8,11,78,0.0019747235387045812,0.003925417075564278,0.006263048016701462,0.004338394793926247,0.001266624445851805,0.003791982665222102,0.0023946360153256703,0.0015552099533437014,0.0015094339622641509,0.0035530990919857876,0.003811338732729871,0.007586206896551724,0.003222208452100632
146560,6106,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2018,06/07/2018,Mod vest (fra byen),A+B: KØRETØJER I ALT,2532,2038,1437,1383,1579,1846,2088,2572,2650,2533,2099,1450,24207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
146561,6106,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2018,06/07/2018,Mod vest (fra byen),LADCYKLER,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146562,6106,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2018,06/07/2018,Mod vest (fra byen),CYKLER + KNALLERTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146563,6106,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2018,06/07/2018,Mod vest (fra byen),CYKLER + KNALLERTER I ALT,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
153409,6367,487,HOLBÆKMOTORVEJEN v.f. Sønderkær,2020,06/25/2020,Mod vest (fra byen),PERSONBILER + MC,2045,1758,1131,1084,1124,1261,1313,1782,2115,1987,1708,1327,18635,0.8467908902691511,0.8269049858889934,0.7555110220440882,0.7094240837696335,0.6972704714640199,0.7247126436781609,0.7028907922912205,0.6931155192532089,0.7778595071717543,0.8598009519688447,0.8781491002570694,0.8960162052667117,0.7825557468609583
