Dataejer,X-koordinat,Y-koordinat,Bestyrer,Adm.vejnr,Vejdel,Kilometer,Meter,Lokalitet,Vejnavn,Køretøjsart,År,StedId,Talte dage,ÅDT,HDT,JDT,HDT,Gennemsnitshastighed,Æ10 Høj,Æ10 Lav,Lastbil ÅDT,o. 1250 ÅDT,Lastbil %,15% hast.-fraktil,85% hast.-fraktil,% over hastighedsgr.,% o. hastgr + 10km/t,% o. hastgr + 20km/t,Hastighedsgrænse,Største time,Største time datotid,Morgen spids time,Morgen spids st. tid,Efterm. spids time,Efterm. spids st. t.
101,724341,6177563,101,1011906,0,0,180,Ml. Øster Søgade og Sortedam Dossering,Fredensbro,MOTORKTJ,2017,00000501,"8,9",29740,33489,24303,33489,29,4678,2873,5736,368,"19,3","21,4","35,1",",3",0,0,50,2.943,27.09.2017 07:30,2671,07:23,2490,15:10
101,724291,6177606,101,1011908,0,0,0,ud for nr. 3,Fredensbro,MOTORKTJ,2019,Fredensgade,"8,4",15834,17456,14418,17456,"47,8",1541,858,2425,729,"15,3","40,3","55,2","32,4","6,8","1,4",50,1.041,30.07.2019 08:15,921,08:25,928,14:36
101,724189,6177697,101,1011908,0,0,66,Fredensbro,Fredensbro,MOTORKTJ,2021,00000069,1,7789,8952,6365,8952,100,2310,941,7188,93,"92,3","85,9",114,100,100,100,50,950,12.10.2021 16:00,734,07:15,950,16:00
101,724479,6176677,101,1011936,000,0,212,mod nordvest,Frederiksborggade,MOTORKTJ,2019,Venders,"12,7",831,890,757,890,"20,9",495,261,449,239,54,"12,9","28,3","1,2",",6",",5",50,80,12.07.2019 08:45,65,08:13,44,14:24
0,724133,6176892,101,1011936,0,0,620,SØ for Søtorvet,Frederiksborggade,MOTORKTJ,2014,12-FRB,",5",5037,5778,4241,5778,,443,284,719,31,"14,3",,,,,,50,455,11.09.2014 16:00,,:,455,16:00
0,722020,6178597,101,1011940,0,0,50,Syd (mod Tuborgvej),Frederiksborgvej,MOTORKTJ,2013,677-FRBV,",5",5121,5694,4321,5694,,179,111,281,28,"5,5",,,,,,50,568,28.05.2013 08:00,,:,525,16:00
101,721913,6178930,101,1011940,0,0,400,0/400,Frederiksborgvej,MOTORKTJ,2020,M22320270,",2",3441,3989,2826,3989,,256,168,296,4,"8,6",,,,,,,446,25.06.2020 15:00,,:,,:
101,721911,6178940,101,1011940,0,0,410,0/410,Frederiksborgvej,MOTORKTJ,2020,M22320270,",2",6240,7233,5123,7233,,277,179,319,12,"5,1",,,,,,,793,25.06.2020 15:00,,:,,:
101,721910,6178959,101,1011940,0,0,430,0/430,Frederiksborgvej,MOTORKTJ,2020,M19400440,",2",6236,7228,5120,7228,,277,176,320,13,"5,1",,,,,,,790,25.06.2020 15:15,,:,,:
101,721909,6178969,101,1011940,0,0,440,0/440,Frederiksborgvej,MOTORKTJ,2020,M19400440,",2",6259,7255,5139,7255,,275,175,312,13,5,,,,,,,825,25.06.2020 15:15,,:,,:
101,721885,6179404,101,1011940,0,0,875,v. Midterhelle ud for nr. 97,Frederiksborgvej,MOTORKTJ,2019,19400875N,"7,9",7088,8188,5792,8188,"39,6",262,124,456,56,"6,4","32,4","47,1","6,4",",7",",1",50,995,31.10.2019 15:15,715,07:35,932,15:07
101,721883,6179469,101,1011940,0,0,940,0/940,Frederiksborgvej,MOTORKTJ,2020,M19400950,",2",6054,7017,4970,7017,,284,179,311,20,"5,1",,,,,,,748,25.06.2020 15:15,,:,,:
101,721882,6179479,101,1011940,0,0,950,0/950,Frederiksborgvej,MOTORKTJ,2020,M19400950,",2",6003,6958,4929,6958,,284,179,311,20,"5,2",,,,,,,701,25.06.2020 15:15,,:,,:
101,721830,6179923,101,1011940,0,1,398,Ved midterhelle ca. ud for Bispebjerg Kirkegård,Frederiksborgvej,MOTORKTJ,2020,19401398N,8,4698,5071,3852,5071,"44,4",101,52,148,50,"3,2","36,2","52,6","22,9","2,8",",5",50,518,24.01.2020 14:30,419,07:32,486,15:22
101,719598,6178785,101,1011964,001,0,0,Frederikssundsvej ud for nr. 185,Frederikssundsvej,MOTORKTJ,2023,1011964-01,"13,7",7507,7964,6135,7964,"35,7",777,464,867,406,"11,5",27,44,"3,4",",3",",1",50,670,03.03.2023 14:15,523,07:34,578,14:28
101,721826,6178668,101,1011964,000,0,0,Frederikssundsvej ud for nr. 47,Frederikssundsvej,MOTORKTJ,2023,1011964-02,"13,6",12634,13740,10324,13740,43,1180,665,1229,598,"9,7","36,4","49,2","10,9",",8",",1",50,1.197,02.03.2023 15:45,924,07:36,1096,15:10
0,722240,6178490,101,1011964,0,0,0,mellem Lygten og Frederiksborgvej,Frederikssundsvej,MOTORKTJ,1997,117,7,21882,23472,18756,23472,,,,,,,,,,,,,,,,:,,:
0,722238,6178490,101,1011964,0,0,1,mellem Lygten og Frederiksborgvej,Frederikssundsvej,MOTORKTJ,1998,Mastra01092,",5",20278,24446,17321,24446,,957,775,1469,,"7,2",,,,,,,,,,:,,:
0,722182,6178503,101,1011964,0,0,50,nv.f. Åkandevej,Frederikssundsvej,MOTORKTJ,2013,626-FSV,",5",14954,16973,12542,16973,,616,384,957,89,"6,4",,,,,,50,1.578,16.05.2013 16:00,,:,1578,16:00
101,722024,6178546,101,1011964,0,0,199,vest for Frederiksborgvej,Frederikssundsvej,MOTORKTJ,2002,9999c117,140,21743,22894,18790,22894,,,,,,,,,,,,,2.864,12.08.2002 12:00,1427,08:03,1658,14:58
101,722023,6178546,101,1011964,0,0,200,vest for Frederiksborgvej,Frederikssundsvej,MOTORKTJ,2016,00000117,27,12821,13357,11904,13357,,,,,,,,,,,,50,2.210,30.01.2016 15:00,752,08:03,919,15:00
0,722021,6178546,101,1011964,0,0,205,Ud for husnr. 27,Frederikssundsvej,MOTORKTJ,2014,117-FRSV27,",5",12058,14003,10113,14003,,645,415,1055,38,"8,7",,,,,,50,1.183,24.04.2014 16:00,,:,1183,16:00
101,723782,6177311,101,1012044,000,0,0,Fælledvej ud for nr. 21,Fælledvej,MOTORKTJ,2023,1012044-01,"13,3",2753,3018,2250,3018,"33,4",279,162,448,136,"16,3","24,8","41,7","2,2",",3",",3",50,308,05.10.2023 14:15,249,07:51,277,14:48
0,723741,6177151,101,1012044,0,0,20,Øst for Nørrebrogade,Fælledvej,MOTORKTJ,2012,121-FLV,",5",3462,3972,2916,3972,,186,118,307,16,"8,9",,,,,,50,386,12.09.2012 08:00,,:,315,14:00
101,719907,6178135,101,1012140,000,0,0,Gaunøvej ud for nr. 11,Gaunøvej,MOTORKTJ,2023,1012140-01,"13,3",2378,2575,2152,2575,41,367,227,387,195,"16,3","35,3","47,2","6,1",",5",",1",50,249,28.09.2023 15:00,210,07:33,232,15:00
101,721826,6178800,101,1012232,000,0,113,Ml. Thoravej og Theklavej,Glasvej,MOTORKTJ,2020,09112009,"19,9",3991,4468,3613,4468,"36,1",86,50,108,8,"2,7","25,5",44,7,"4,1","3,2",50,559,17.11.2020 07:30,404,07:33,444,14:42
101,721829,6178804,101,1012232,000,0,119,Mellem Thoravej og Theklavej,Glasvej,MOTORKTJ,2020,17022001,"6,9",4774,5418,3906,5418,"35,2",171,81,394,10,"8,3","25,6","43,2","4,6","2,1","1,5",50,650,20.02.2020 15:30,509,07:18,537,14:57
101,721905,6178929,101,1012232,0,0,270,0/270,Glasvej,MOTORKTJ,2020,M22320270,",2",3136,3635,2575,3635,,23,10,28,9,",9",,,,,,,391,25.06.2020 07:30,,:,,:
0,725370,6176461,101,1012272,0,0,20,VEST FOR KONGENS NYTORV,Gothersgade,MOTORKTJ,2013,127-GTG,",5",5496,6305,4628,6305,,464,296,747,42,"13,6",,,,,,,555,10.09.2013 12:00,,:,421,17:00
0,725361,6176465,101,1012272,0,0,30,ø.f. Nr. Voldgade,Gothersgade,MOTORKTJ,2013,270-GHG,",5",6852,7861,5770,7861,,376,232,580,62,"8,5",,,,,,50,629,10.09.2013 12:00,,:,566,14:00
0,724131,6176966,101,1012272,0,1,354,SØ for Søtorvet,Gothersgade,MOTORKTJ,2014,17-GOG,",5",4649,5334,3915,5334,,110,65,168,27,"3,6",,,,,,50,437,16.09.2014 09:00,,:,401,14:00
101,723489,6177279,101,1012304,0,0,0,Ud for nr 9,Guldbergsgade,MOTORKTJ,2011,10123041,"5,4",2736,2973,2538,2973,"27,3",78,39,197,24,"7,2","20,6",34,",2",0,0,50,274,17.08.2011 16:00,197,08:00,246,16:00
101,723489,6177278,101,1012304,0,0,1,Ud for nr 35,Guldbergsgade,MOTORKTJ,2011,10123042,"7,9",2059,2264,1909,2264,26,55,29,168,10,"8,2","20,3","31,6",",1",",1",0,50,234,17.08.2011 16:00,185,07:50,207,15:50
101,721268,6177816,101,1012332,001,0,0,Grøndalsvænge Allé 9,Grøndalsvænge Allé,MOTORKTJ,2023,1012332-02,"13,8",611,770,501,770,"25,1",8,4,17,3,"2,9","19,5","30,7",",1",",1",",1",50,137,09.02.2023 07:30,103,07:45,100,15:00
101,721337,6177892,101,1012332,000,0,0,Grøndalsvænge Allé (101),Grøndalsvænge Allé,MOTORKTJ,2022,1012332-01,14,456,454,670,454,"25,3",11,5,16,5,"3,5","19,3","30,5","1,1",",6",",5",50,86,07.11.2022 15:00,61,07:43,62,15:03
0,725682,6177351,101,1012364,0,0,225,n.f. Jens Kofods Gade,Grønningen,MOTORKTJ,2014,624-GRN,",5",16087,18652,13520,18652,,356,215,516,86,"3,2",,,,,,,1.741,24.09.2014 08:00,,:,1554,15:00
101,723688,6177452,101,1012404,000,0,78,Ud for nr. 8,Guldbergsgade,MOTORKTJ,2017,27061702,"8,4",4719,5245,3875,5245,"23,2",124,63,269,63,"5,7","15,7","31,8",",3",",1",",1",50,561,27.06.2017 08:15,423,08:22,454,15:52
101,723620,6177498,101,1012404,0,0,160,Ved nr. 8,Guldbergsgade,MOTORKTJ,2016,01612404,"16,6",2122,2786,1719,2786,"29,2",195,105,384,18,"18,1",,,"4,8",",9",",7",50,443,25.11.2016 15:00,138,07:25,210,15:42
0,723740,6176381,101,1012452,0,0,370,Ud for Søerne,Gyldenløvesgade,MOTORKTJ,2014,19-GLG,",5",44465,51013,37445,51013,,1009,602,1446,264,"3,3",,,,,,,4.294,18.09.2014 15:00,,:,4294,15:00
101,723730,6176386,101,1012452,000,0,381,"Gyldenløvesgade, husnr 24",Gyldenløvesgade,MOTORKTJ,2016,MAN00019,",5",43898,50362,36967,50362,,1038,653,1469,184,"3,3",,,,,,,4.467,21.09.2016 15:00,,:,4467,15:00
101,722830,6178636,101,1012552,0,0,0,ud for nr 8,Hamletsgade,MOTORKTJ,2014,10125521,"1,9",5560,6103,5178,6103,"38,2",101,52,184,38,"3,3","30,6",46,"87,1","40,1",6,30,538,20.02.2014 16:00,510,08:00,520,16:00
0,722721,6178520,101,1012552,0,0,100,Nordøst for Nannasgade,Hamletsgade,MOTORKTJ,2014,275-HAM,",5",5628,6535,4720,6535,,41,22,61,20,"1,1",,,,,,50,595,23.04.2014 16:00,,:,595,16:00
101,722828,6178633,101,1012552,000,0,256,Nord for Fenrisgade,Hamletsgade,MOTORKTJ,2018,22111814,"8,3",4538,5209,3708,5209,"34,5",182,90,419,19,"9,2","19,9","44,6","4,8",",8",",7",50,617,29.11.2018 08:00,535,07:47,496,15:30
101,723771,6177762,101,1012590,0,0,150,0/150,1012590-0,MOTORKTJ,2019,M48920557,",3",635,736,521,736,,7,3,18,0,"2,8",,,,,,,81,07.02.2019 07:45,,:,,:
101,723374,6179236,101,1012620,000,0,0,Haraldsgade ovf. 62,Haraldsgade,MOTORKTJ,2023,1012620-02,"13,8",2357,2644,1924,2644,"43,5",121,66,192,57,"8,1","35,1","51,8","19,6","2,6",",4",50,262,10.05.2023 07:45,235,07:43,226,15:00
101,723504,6179378,101,1012620,0,0,0,Haraldsgade ovf. Studsgårdsgade,Haraldsgade,MOTORKTJ,2023,1012620-01,10,692,804,566,804,"46,2",260,126,229,120,"33,1","24,6",71,"32,5","22,8","15,6",50,96,18.04.2023 14:45,67,07:50,78,14:58
101,720876,6179029,101,1012644,0,0,0,før 2005,Hareskovvej,MOTORKTJ,2003,99990020,314,38609,43977,21791,43977,,,,,,,,,,,,,5.087,28.10.2003 16:00,3987,07:42,4253,15:41
101,719706,6179047,101,1012704,000,0,90,S.f. Klintevej,Havrevej,MOTORKTJ,2024,11062403,9,129,148,105,148,"20,8",0,0,1,0,",8","15,4","26,6",0,0,0,50,24,12.06.2024 15:30,15,07:04,21,15:17
101,722773,6178706,101,1012744,0,0,0,ud for nr 43,Heimdalsgade,MOTORKTJ,2014,10127440,"1,9",1173,1287,1092,1287,"21,8",26,15,53,4,"4,5","12,9","29,6","13,4","1,4",",1",30,151,19.02.2014 17:00,81,08:00,140,16:00
101,722847,6178792,101,1012744,800,0,478,Op til Tagensvej,Heimdalsgade,MOTORKTJ,2018,22111813,"8,8",1159,1295,947,1295,"13,1",14,7,29,2,"2,5","10,1","16,6",",1",",1",0,50,140,29.11.2018 15:45,88,08:40,126,15:36
101,722056,6178425,101,1012756,0,0,109,ved nr. 9,Hejrevej,MOTORKTJ,2025,27560109,"7,9",985,1054,804,1054,"23,8",31,16,49,15,5,"14,2","33,3",",4",",1",",1",50,160,28.02.2025 12:45,56,07:45,93,14:40
101,723052,6178652,101,1012856,000,0,15,Ud for nr. 2,Hermodsgade,MOTORKTJ,2019,10011903,8,1462,1642,1199,1642,"12,4",31,16,64,4,"4,4","8,3","16,3",0,0,0,40,154,10.01.2019 08:00,138,08:25,123,15:00
101,723144,6178802,101,1012856,000,0,200,Ud for nr. 21,Hermodsgade,MOTORKTJ,2019,10011904,8,1736,1958,1424,1958,"18,6",34,16,75,5,"4,3","13,3","23,7",",2",0,0,40,189,10.01.2019 15:30,166,08:05,170,15:20
101,723339,6179087,101,1012884,0,0,85,v. nr. 8,Hildursgade,MOTORKTJ,2023,28840085,"8,9",164,187,135,187,"24,5",3,2,6,1,"3,9","19,9","28,8",0,0,0,50,28,12.01.2023 14:30,23,07:27,23,15:23
0,722693,6178119,101,1012888,0,0,0,"Krydstælling (med Bispeengbuen/Borups Allé), manuel",Hillerødgade,MOTORKTJ,1999,Mastra01462,",3",7734,,6606,,,270,225,431,,"5,6",,,,,,,,,,:,,:
0,722692,6178119,101,1012888,0,0,1,"Krydstælling (med Bispeengbuen/Borups Allé), manuel",Hillerødgade,MOTORKTJ,1999,Mastra01463,",3",44484,,37997,,,923,682,1463,,"3,3",,,,,,,,,,:,,:
0,721514,6177954,101,1012888,0,0,830,Vest for Borups Allé,Hillerødgade,MOTORKTJ,2014,21-HILG,",5",14108,16186,11807,16186,,265,151,386,91,"2,7",,,,,,,1.559,29.04.2014 08:00,,:,1406,15:00
101,719671,6178818,101,1012972,300,0,43,S.f. Præstegårds Allé,Holcks Plads,MOTORKTJ,2024,11062401,"9,1",443,510,362,510,"20,4",6,3,11,0,"2,5","12,3","26,7","2,5","1,2",1,50,86,19.06.2024 14:15,44,07:57,61,15:00
101,720681,6179658,101,1013024,000,0,243,Horsebakken 21,Horsebakken,MOTORKTJ,2021,1013024-01,11,1855,2027,1679,2027,"42,5",190,99,400,81,"21,6","33,8","50,8","16,9","1,4",",2",50,275,12.10.2021 07:30,226,07:34,210,15:30
101,722221,6179516,101,1013060,0,0,20,Ud for nr. 3,Hovmestervej,MOTORKTJ,2019,30600020,6,2247,2546,1836,2546,"26,3",99,47,108,50,"4,8","20,3","32,1",",2",0,0,50,315,20.06.2019 15:15,184,07:20,290,15:18
101,722219,6179516,101,1013060,000,0,22,Op til Tagensvej,Hovmestervej,MOTORKTJ,2020,09112002,"10,4",1492,1631,1219,1631,"24,6",5,2,8,1,",5","16,8","32,6",",4",",2",",2",50,201,17.12.2020 15:15,108,08:10,181,15:00
101,722141,6179501,101,1013060,000,0,101,Øst for Frimestervej,Hovmestervej,MOTORKTJ,2020,10122002,"5,8",646,713,528,713,"24,8",3,2,5,0,",7",17,"31,8",",6",",5",",4",50,102,14.12.2020 14:45,47,08:03,89,14:33
101,721919,6179478,101,1013060,0,0,325,Ud for nr. 23,Hovmestervej,MOTORKTJ,2019,30600325,6,1659,1814,1356,1814,"24,6",43,22,60,10,"3,6","19,9","28,9",0,0,0,50,226,19.06.2019 14:45,138,07:40,195,14:56
101,721910,6179478,101,1013060,000,0,334,Op til Frederiksborgvej,Hovmestervej,MOTORKTJ,2020,09112001,"19,8",713,790,583,790,"13,7",3,2,5,0,",7","8,5","17,9","1,6",1,",7",30,199,16.11.2020 09:15,67,07:33,92,15:07
101,721894,6179477,101,1013060,0,0,350,0/350,Hovmestervej,MOTORKTJ,2020,M19400950,",2",1495,1733,1228,1733,,1,0,2,0,",2",,,,,,,196,25.06.2020 15:00,,:,,:
101,721874,6179475,101,1013060,0,0,370,0/370,Hovmestervej,MOTORKTJ,2020,M19400950,",2",641,743,526,743,,1,0,2,0,",4",,,,,,,83,25.06.2020 07:30,,:,,:
0,720649,6177749,101,1013072,0,0,0,"Krydstælling (med Borups Allé), manuel","Hulgårdsvej (Ring 2, Borups Allé - Vanløse)",MOTORKTJ,2000,Mastra01465,",1",24122,,20568,,,384,287,663,36,"2,7",,,,,,,2.866,06.04.2000 07:45,,:,,:
101,720885,6178063,101,1013072,0,0,250,Ud for Grøndalscentret,Hulgårdsvej,MOTORKTJ,2010,10130721,"5,5",24193,26500,20413,26500,"50,5",2963,1710,2474,557,"10,2","40,2","61,4","2,6",",5",0,70,2.317,02.06.2010 15:00,2207,07:30,2248,15:20
101,722600,6177388,101,1013080,0,0,0,ud for nr 28-30,Humlebækgade,MOTORKTJ,2014,10130800,2,441,485,411,485,"16,8",7,4,17,1,"3,8",10,"24,7","5,9",",3",0,30,50,19.02.2014 17:00,25,07:00,46,16:30
101,719627,6179055,101,1013108,000,0,98,S.f. Klintevej,Hvedevej,MOTORKTJ,2024,11062402,"9,1",113,128,92,128,"20,1",0,0,1,0,",9","15,3","24,7",0,0,0,50,19,11.06.2024 16:30,15,07:21,16,15:51
0,721497,6178032,101,1013120,0,0,0,mellem Bellahøjvej og Hulgårdsvej,Hvidkildevej,MOTORKTJ,2001,09.03,1,2566,,2188,,,29,20,46,5,"1,8",,,,,,,382,11.09.2001 16:00,287,08:00,332,15:30
0,721493,6178029,101,1013120,0,0,5,mellem Bellahøjvej og Hulgårdsvej (70-punktstælling),Hvidkildevej,MOTORKTJ,2006,68.3311,1,2372,2666,2032,2666,,21,15,37,2,"1,6",,,,,,,366,25.04.2006 16:00,240,08:00,294,16:00
101,721398,6178029,101,1013120,0,0,100,ud for nr. 13,Hvidkildevej,MOTORKTJ,2015,01013120,8,364,409,306,409,"28,3",5,3,14,1,"3,7","17,1","38,2","10,1","1,2",",1",40,48,19.11.2015 16:00,34,07:20,37,16:12
101,721299,6178033,101,1013120,0,0,200,ud for nr. 38-40,Hvidkildevej,MOTORKTJ,2015,02013120,8,1201,1378,1010,1378,"25,6",22,12,53,6,"4,4",18,"32,5","1,1",0,0,40,220,25.11.2015 15:00,124,07:00,192,15:00
0,722374,6178413,101,1013144,0,0,10,Syd for Nørrebrogade,Hyltebro,MOTORKTJ,2012,695-HYL,1,9013,10342,7580,10342,,248,142,348,87,"3,9",,,,,,50,1.266,01.10.2012 15:00,,:,973,15:30
101,720527,6179037,101,1013152,000,0,0,Hyrdevangen ud for nr. 10,Hyrdevangen,MOTORKTJ,2022,1013152-01,13,431,427,391,427,"31,5",4,2,7,2,"1,7","22,1","39,9","1,1",",1",",1",50,63,13.04.2022 15:30,26,08:05,46,15:21
101,722693,6177456,101,1013236,0,0,0,ud for nr 20,Hørsholmgade,MOTORKTJ,2014,10132360,2,691,759,644,759,"27,4",26,16,61,2,"8,8","14,6","39,1","41,8","12,7","1,6",30,100,20.02.2014 17:00,57,07:30,88,17:00
0,722593,6177015,101,1013332,0,0,0,mellem Frejasgade og Ydungade,Jagtvej,MOTORKTJ,1996,10133321,"41,3",38512,42319,29238,42319,,,,,,,,,,,,,,,,:,,:
0,722594,6177016,101,1013332,0,0,1,mellem Tagensvej og Mimersgade,Jagtvej,MOTORKTJ,1998,Mastra01065,",3",17559,20132,15051,20132,,288,220,516,,"2,9",,,,,,,,,,:,,:
101,722980,6177692,101,1013332,0,0,781,sydvest for Nørrebrogade,Jagtvej,MOTORKTJ,2013,00000023,35,33297,37011,31024,37011,,,,,,,,,,,,50,8.699,18.02.2013 15:00,1550,08:14,3671,14:52
0,722987,6177704,101,1013332,0,0,795,ud for nr. 69,Jagtvej,MOTORKTJ,2014,23-JGTV,",5",15048,17268,12647,17268,,369,213,511,121,"3,4",,,,,,50,1.305,17.06.2014 14:00,,:,1305,14:00
101,722990,6177709,101,1013332,0,0,800,før 2005,Jagtvej,MOTORKTJ,2002,99990023,275,21910,22386,22144,22386,,,,,,,,,,,,,4.338,31.10.2002 01:00,1323,08:09,1422,15:22
0,723257,6178177,101,1013332,0,1,340,sv.f Ydunsgade,Jagtvej,MOTORKTJ,2014,882-JGTV,",5",15753,18073,13266,18073,,352,202,486,116,"3,1",,,,,,,1.569,03.09.2014 08:00,,:,1469,15:00
0,723720,6178992,101,1013332,0,2,280,Jagtvej ud for nr. 163,Jagtvej,MOTORKTJ,2025,10133322,"66,5",16365,17591,13414,17591,"46,6",318,180,405,199,"2,5","40,5",53,,,,,1.478,29.04.2025 15:45,1300,07:55,1341,15:09
0,724223,6179305,101,1013332,0,2,900,Nordøst for Universitetsparken,Jagtvej,MOTORKTJ,2012,617-JGT,",5",15311,17566,12894,17566,,397,227,521,145,"3,4",,,,,,50,1.565,20.09.2012 16:00,,:,1565,16:00
0,719640,6176382,101,1013400,0,0,51,Sydøst (Mod Vanløse Allé),Jernbane Allé,MOTORKTJ,2013,663-JBA,",5",6469,7554,5414,7554,,279,178,448,23,"6,9",,,,,,50,769,07.05.2013 16:00,,:,769,16:00
0,719615,6176423,101,1013400,0,0,99,Sydøst (mod Ring 2),Jernbane Allé,MOTORKTJ,2013,664-JBA,",5",5736,6699,4801,6699,,232,149,377,15,"6,6",,,,,,50,675,07.05.2013 16:00,,:,675,16:00
101,723424,6176405,101,1013448,0,0,0,Ud for Herman Triers Plads,Julius Thomsens Gade,MOTORKTJ,2011,10134481,"7,9",1523,1697,1412,1697,"34,7",29,15,93,2,"6,1","23,8","43,9","3,2",",2",0,50,175,22.08.2011 08:00,159,08:00,153,15:40
0,719596,6177547,101,1013464,0,0,28,Vest for Tudskærvej,Jyllingevej,MOTORKTJ,2014,24-JYLV,",5",25732,29524,21537,29524,,530,306,726,181,"2,8",,,,,,50,2.959,08.05.2014 16:00,,:,2959,16:00
0,719577,6177536,101,1013464,0,0,50,sv.f. Slotsherrensvej,Jyllingevej,MOTORKTJ,2013,638-JLV,",5",19912,23252,16665,23252,,436,243,588,173,3,,,,,,50,2.269,07.05.2013 15:00,,:,2269,15:00
101,725829,6178122,101,1013516,000,0,86,"Kalkbrænderihavnsgade, husnr",Kalkbrænderihavnsgade,MOTORKTJ,2016,MAN00717,",5",14055,16124,11835,16124,,485,274,941,468,"6,7",,,,,,,1.633,22.09.2016 08:00,,:,1244,15:00
101,725802,6178182,101,1013516,0,0,150,Ml. Indiakaj og Pakhusvej,Kalkbrænderihavnsgade,MOTORKTJ,2017,00000101,9,10826,13298,8847,13298,"32,3",1330,787,1625,190,15,"26,5","37,9",,,,,1.304,20.09.2017 07:30,1200,07:42,994,15:15
0,725793,6178224,101,1013516,0,0,193,Nord for Indiakaj,Kalkbrænderihavnsgade,MOTORKTJ,2014,717-KALK,",5",13889,16104,11673,16104,,738,406,720,401,"5,2",,,,,,50,1.486,24.09.2014 08:00,,:,1288,16:00
101,725850,6178072,101,1013516,0,0,194,nord for Indiakaj,Kalkbrænderihavnsgade,MOTORKTJ,2012,00000717,"132,9",14746,17297,12413,17297,,,,,,,,,,,,60,1.790,02.02.2012 08:00,1581,08:00,1399,15:43
0,723785,6175965,101,1013540,0,0,0,Ud for søerne,Kampmannsgade,MOTORKTJ,2020,119-1230,",5",3942,4715,3221,4715,,85,51,91,12,"2,3",,,,,,,517,02.09.2020 08:00,,:,433,16:00
0,723974,6175947,101,1013540,0,0,1,Ud for søerne Udenlandske,Kampmannsgade,MOTORKTJ,2014,119-1230U,1,5499,6465,4620,6465,,125,77,251,10,"4,6",,,,,,,808,14.05.2014 16:00,730,08:00,808,16:00
0,723965,6175948,101,1013540,0,0,10,UD FOR SØERNE,Kampmannsgade,MOTORKTJ,2014,6-KMG1,",5",4764,5465,4011,5465,,108,66,163,19,"3,4",,,,,,,595,18.09.2014 08:00,,:,499,16:00
101,723696,6175976,101,1013540,0,0,280,Ml. Vester Søgade og Svineryggen,Kampmannsgade,MOTORKTJ,2017,00000801,"8,8",5995,6918,4899,6918,"24,1",276,157,353,40,"5,9","19,8","28,4",0,0,0,50,739,29.09.2017 15:15,686,07:55,647,15:47
101,723689,6175977,101,1013540,000,0,287,"Kampmannsgade, husnr",Kampmannsgade,MOTORKTJ,2016,MAN00006,",5",4794,5499,4037,5499,,123,79,156,2,"3,3",,,,,,,656,06.09.2016 08:00,,:,490,15:00
101,725326,6178131,101,1013596,0,0,186,ud for nr. 34,Kastelsvej,MOTORKTJ,2020,1013596-01,"9,7",386,461,315,461,"25,1",7,3,14,3,"3,6","16,6","33,2",",7",",4",",3",50,68,11.09.2020 07:30,58,07:21,49,14:58
101,719825,6176922,101,1013664,000,0,204,Ud for nr. 20,Kilholmvej,MOTORKTJ,2021,20112108,"7,9",169,202,138,202,"17,5",1,0,1,0,",7","12,5","22,4",",5",0,0,30,56,24.11.2021 11:30,24,08:09,25,15:33
101,723767,6176707,101,1013920,0,0,0,Ud for nr 9,Korsgade,MOTORKTJ,2011,10139201,8,916,1012,850,1012,"26,4",24,13,82,1,9,"20,2",32,",7",",1",0,50,111,22.08.2011 07:00,79,08:00,87,15:50
101,721947,6179299,101,1014120,0,0,425,Ud for nr. 30,Landsdommervej,MOTORKTJ,2019,41200425,"5,9",1536,1853,1255,1853,"26,1",70,37,103,12,"6,7","20,2","31,8",",2",0,0,50,256,20.06.2019 15:15,174,07:25,171,14:48
101,721933,6179299,101,1014120,000,0,439,Op til Frederiksborgvej,Landsdommervej,MOTORKTJ,2020,09112005,"17,7",2253,2575,1841,2575,"28,2",39,22,59,4,"2,6","17,1","39,1","5,8","2,6","2,1",50,365,14.12.2020 15:15,219,07:36,245,15:05
101,724717,6180000,101,1014124,0,0,0,Vest for Drejøgade,Landskronagade,MOTORKTJ,2012,10100002,"3,2",1481,1632,1377,1632,"25,8",23,11,52,7,"3,5",16,"34,9","2,9",",1",",1",40,143,19.03.2012 07:00,143,07:00,134,14:00
101,724716,6180000,101,1014124,0,0,1,Vest for Vennemindevej,Landskronagade,MOTORKTJ,2012,10100006,"9,9",990,1071,838,1071,"21,3",17,9,49,2,5,"14,7","27,6",",3",",1",0,40,135,26.03.2012 08:00,109,08:00,115,15:20
101,723322,6179547,101,1014236,0,0,0,Lersø Parkallé 78,Lersø Parkallé,MOTORKTJ,2024,1014236-05,"13,2",4625,6260,3793,6260,"51,8",241,141,323,124,7,"45,7","58,2","59,4","8,9","1,1",50,809,20.02.2024 07:45,608,07:41,547,14:56
101,723328,6179537,101,1014236,001,0,0,Lersø Parkallé 78,Lersø Parkallé,MOTORKTJ,2023,1014236-04,"13,7",5868,7069,4812,7069,"51,7",241,142,329,124,"5,6","45,8","58,1","59,4","8,7",1,50,851,16.01.2023 07:45,802,07:46,706,15:10
101,723358,6179477,101,1014236,000,0,0,Lersø Parkalle 74,Lersø Parkallé,MOTORKTJ,2024,1014236-01,13,4786,6328,3924,6328,"50,5",247,147,332,127,"6,9",44,"57,4","7,7",1,",2",60,837,20.02.2024 07:45,624,07:43,563,15:03
